11	के	PSP	<fs af='के,psp,,,,,,' posn='110' drel='lwg__psp:कराने' chunkType='child:VGNN' name='के'>
12	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='120' drel='lwg__nst:कराने' chunkType='child:VGNN' name='बाद'>
13	पता	NN	<fs af='पता,n,m,sg,3,d,0,0' drel='pof:लगा' posn='130' name='पता' chunkId='NP4' chunkType='head:NP4'>
14	लगा	VM	<fs af='लगा,v,m,sg,3,,या_है,yA' drel='ccof:लेकिन' stype='declarative' posn='140' voicetype='active' vpos='tam_2' name='लगा' chunkId='VGF' chunkType='head:VGF'>
15	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='150' drel='lwg__vaux:लगा' chunkType='child:VGF' name='है'>
16	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:रिपोर्ट' posn='160' name='कि' chunkId='CCP' chunkType='head:CCP'>
17	ज्यादातर	JJ	<fs af='ज्यादातर,adj,any,any,,o,,' posn='170' drel='nmod__adj:द्वीपों' chunkType='child:NP5' name='ज्यादातर'>
18	द्वीपों	NN	<fs af='द्वीप,n,m,pl,3,o,0_में,0' drel='k7p:हैं' posn='180' vpos='vib_3' name='द्वीपों' chunkId='NP5' chunkType='head:NP5'>
19	में	PSP	<fs af='में,psp,,,,,,' posn='190' drel='lwg__psp:द्वीपों' chunkType='child:NP5' name='में2'>
20	जनजातियां	NN	<fs af='जनजाति,n,f,pl,3,d,0,0' drel='k1:हैं' posn='200' name='जनजातियां' chunkId='NP6' chunkType='head:NP6'>
21	सुरक्षित	JJ	<fs af='सुरक्षित,adj,any,any,,,,' drel='k1s:हैं' posn='210' name='सुरक्षित' chunkId='JJP' chunkType='head:JJP'>
22	हैं	VM	<fs af='है,v,any,pl,3,,है,hE' drel='ccof:कि' stype='declarative' posn='220' voicetype='active' name='हैं' chunkId='VGF2' chunkType='head:VGF2'>
23	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='230' name='लेकिन' chunkId='CCP2' chunkType='head:CCP2'>
24	अब	PRP	<fs af='अब,pn,,,,d,,' drel='k7t:आई' posn='240' name='अब' chunkId='NP7' chunkType='head:NP7' cref='i29%1:t14' crefHead='अब:i29' crefType='anaphora-?:i29'>
25	भी	RP	<fs af='भी,avy,,,,,,' posn='250' drel='lwg__rp:अब' chunkType='child:NP7' name='भी'>
26	इस	PRP	<fs af='यह,pn,any,sg,3,o,0_बारे_में,' drel='k7:आई' posn='260' vpos='vib_2_3' name='इस' chunkId='NP8' chunkType='head:NP8' cref='i27%1:t12' crefHead='इस:i27' crefType='anaphora-?:i27'>
27	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='270' drel='lwg__psp:इस' chunkType='child:NP8' name='बारे'>
28	में	PSP	<fs af='में,psp,,,,,,' posn='280' drel='lwg__psp:इस' chunkType='child:NP8' name='में3'>
29	पूरी	JJ	<fs af='पूरी,adj,f,sg,,d,,' posn='290' drel='nmod__adj:रिपोर्ट' chunkType='child:NP9' name='पूरी'>
30	रिपोर्ट	NN	<fs af='रिपोर्ट,n,f,sg,3,d,0,0' drel='k1:आई' posn='300' name='रिपोर्ट' chunkId='NP9' chunkType='head:NP9'>
31	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='310' drel='lwg__neg:आई' chunkType='child:VGF3' name='नहीं'>
32	आई	VM	<fs af='आ,v,f,sg,3,,या_है,yA' drel='ccof:लेकिन' stype='declarative' posn='320' voicetype='active' vpos='tam_3' name='आई' chunkId='VGF3' chunkType='head:VGF3'>
33	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='330' drel='lwg__vaux:आई' chunkType='child:VGF3' name='है2'>
34	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='340' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="2">
1	कई	QF	<fs af='कई,avy,,,,,,' posn='10' drel='nmod__adj:जनजातियों' chunkType='child:NP' name='कई'>
2	दुर्लभ	JJ	<fs af='दुर्लभ,adj,any,any,,o,,' posn='20' drel='nmod__adj:जनजातियों' chunkType='child:NP' name='दुर्लभ'>
3	जनजातियों	NN	<fs af='जनजाति,n,f,pl,3,o,0_के_बारे_में,0' drel='nmod:खबर' posn='30' vpos='vib_4_5_6' name='जनजातियों' chunkId='NP' chunkType='head:NP'>
4	के	PSP	<fs af='के,psp,,,,,,' posn='40' drel='lwg__psp:जनजातियों' chunkType='child:NP' name='के'>
5	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='50' drel='lwg__psp:जनजातियों' chunkType='child:NP' name='बारे'>
6	में	PSP	<fs af='में,psp,,,,,,' posn='60' drel='lwg__psp:जनजातियों' chunkType='child:NP' name='में'>
7	खबर	NN	<fs af='खबर,n,f,sg,3,d,0,0' drel='k1:मिलनी' posn='70' name='खबर' chunkId='NP2' chunkType='head:NP2'>
8	मिलनी	VM	<fs af='मिल,v,any,any,any,d,ना,nA' drel='k1:है' posn='80' name='मिलनी' chunkId='VGNN' chunkType='head:VGNN'>
9	बाकी	JJ	<fs af='बाकी,adj,any,any,,,,' drel='k1s:है' posn='90' name='बाकी' chunkId='JJP' chunkType='head:JJP'>
10	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='100' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
11	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='110' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="3">
1	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_ने,0' drel='k1:दिए' posn='10' vpos='vib_2' name='सरकार' chunkId='NP' chunkType='head:NP'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:सरकार' chunkType='child:NP' name='ने'>
3	दुर्गम	JJ	<fs af='दुर्गम,adj,any,any,,o,,' posn='30' drel='nmod__adj:द्वीपों' chunkType='child:NP2' name='दुर्गम'>
4	द्वीपों	NN	<fs af='द्वीप,n,m,pl,3,o,0_में,0' drel='k7p:बसी' posn='40' vpos='vib_3' name='द्वीपों' chunkId='NP2' chunkType='head:NP2'>
5	में	PSP	<fs af='में,psp,,,,,,' posn='50' drel='lwg__psp:द्वीपों' chunkType='child:NP2' name='में'>
6	बसी	VM	<fs af='बस,v,f,sg,3,,या,yA' drel='nmod__k1inv:जनजातियों' posn='60' name='बसी' chunkId='VGNF' chunkType='head:VGNF'>
7	जनजातियों	NN	<fs af='जनजाति,n,f,pl,3,o,0_को,0' drel='k4:दिए' posn='70' vpos='vib_2' name='जनजातियों' chunkId='NP3' chunkType='head:NP3'>
8	को	PSP	<fs af='को,psp,,,,,,' posn='80' drel='lwg__psp:जनजातियों' chunkType='child:NP3' name='को'>
9	सहायता	NN	<fs af='सहायता,n,f,sg,3,d,0,0' drel='k2:पहुंचाने' posn='90' name='सहायता' chunkId='NP4' chunkType='head:NP4'>
10	पहुंचाने	VM	<fs af='पहुंचा,v,any,pl,any,o,ना_का,nA' drel='r6-k2:निर्देश' posn='100' vpos='tam_2' name='पहुंचाने' chunkId='VGNN' chunkType='head:VGNN'>
11	के	PSP	<fs af='का,psp,m,pl,,d,,' posn='110' drel='lwg__psp:पहुंचाने' chunkType='child:VGNN' name='के'>
12	निर्देश	NN	<fs af='निर्देश,n,m,pl,3,d,0,0' drel='pof:दिए' posn='120' name='निर्देश' chunkId='NP5' chunkType='head:NP5'>
13	दिए	VM	<fs af='दे,v,m,sg,3h,,या_है,yA' stype='declarative' posn='130' voicetype='active' vpos='tam_2' name='दिए' chunkId='VGF' chunkType='head:VGF'>
14	हैं	VAUX	<fs af='है,v,any,sg,3h,,है,hE' posn='140' drel='lwg__vaux:दिए' chunkType='child:VGF' name='हैं'>
15	,	SYM	<fs af='COMMA,punc,,,,,,' posn='150' drel='rsym:दिए' chunkType='child:VGF' name=','>
16	क्योंकि	CC	<fs af='क्योंकि,avy,,,,,,' drel='rh:दिए' posn='160' name='क्योंकि' chunkId='CCP' chunkType='head:CCP'>
17	अब	PRP	<fs af='अब,pn,,,,o,0_तक,' drel='k7t:आई' posn='170' vpos='vib_2' name='अब' chunkId='NP6' chunkType='head:NP6' cref='i28%1:t13' crefHead='अब:i28' crefType='anaphora-?:i28'>
18	तक	PSP	<fs af='तक,psp,,,,,,' posn='180' drel='lwg__psp:अब' chunkType='child:NP6' name='तक'>
19	ये	DEM	<fs af='यह,pn,any,pl,3,d,,' posn='190' drel='nmod__adj:जनजातियां' chunkType='child:NP7' name='ये'>
20	जनजातियां	NN	<fs af='जनजाति,n,f,pl,3,d,0,0' drel='k1:आई' posn='200' name='जनजातियां' chunkId='NP7' chunkType='head:NP7'>
21	मदद	NN	<fs af='मदद,n,f,sg,3,o,0_के_लिए,0' drel='rt:आई' posn='210' vpos='vib_2_3' name='मदद' chunkId='NP8' chunkType='head:NP8'>
22	के	PSP	<fs af='के,psp,,,,,,' posn='220' drel='lwg__psp:मदद' chunkType='child:NP8' name='के2'>
23	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='230' drel='lwg__psp:मदद' chunkType='child:NP8' name='लिए'>
24	सामने	NST	<fs af='सामने,nst,m,sg,3,d,,' drel='pof:आई' posn='240' name='सामने' chunkId='NP9' chunkType='head:NP9'>
25	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='250' drel='lwg__neg:आई' chunkType='child:VGF2' name='नहीं'>
26	आई	VM	<fs af='आ,v,f,pl,3,,या_है,yA' drel='ccof:क्योंकि' stype='declarative' posn='260' voicetype='active' vpos='tam_3' name='आई' chunkId='VGF2' chunkType='head:VGF2'>
27	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='270' drel='lwg__vaux:आई' chunkType='child:VGF2' name='हैं2'>
28	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दिए' posn='280' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="4">
1	सरकारी	JJ	<fs af='सरकारी,adj,any,any,,o,,' posn='10' drel='nmod__adj:आंकड़ों' chunkType='child:NP' name='सरकारी'>
2	आंकड़ों	NN	<fs af='आंकड़ा,n,m,pl,3,o,0_में,0' drel='k7p:हो' posn='40' vpos='vib_3' name='आंकड़ों' chunkId='NP' chunkType='head:NP'>
3	में	PSP	<fs af='में,psp,,,,,,' posn='30' drel='lwg__psp:आंकड़ों' chunkType='child:NP' name='में'>
4	मरने	VM	<fs af='मर,v,m,sg,any,o,ना_वाला_का,nA' drel='r6:संख्या' posn='40' vpos='tam_2_3' name='मरने' chunkId='VGNN' chunkType='head:VGNN'>
5	वालों	PSP	<fs af='वाला,psp,m,pl,,o,,' posn='50' drel='lwg__psp:मरने' chunkType='child:VGNN' name='वालों'>
6	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='60' drel='lwg__psp:मरने' chunkType='child:VGNN' name='की'>
7	संख्या	NN	<fs af='संख्या,n,f,sg,3,d,0,0' drel='k1:बढ़कर' posn='70' name='संख्या' chunkId='NP2' chunkType='head:NP2'>
8	बढ़कर	VM	<fs af='बढ,v,any,any,any,,कर,kara' drel='vmod:हो' posn='80' name='बढ़कर' chunkId='VGNF' chunkType='head:VGNF'>
9	७७६३	QC	<fs af='७७६३,num,any,any,,any,,' drel='k1:हो' posn='90' name='७७६३' chunkId='NP3' chunkType='head:NP3'>
10	हो	VM	<fs af='हो,v,f,sg,3,,0_जा+या१_है,0' drel='ccof:लेकिन' stype='declarative' posn='100' voicetype='active' vpos='tam_2_3' name='हो' chunkId='VGF' chunkType='head:VGF'>
11	गई	VAUX	<fs af='जा,v,f,sg,3,,या१,yA1' posn='110' drel='lwg__vaux:हो' chunkType='child:VGF' name='गई'>
12	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='120' drel='lwg__vaux:हो' chunkType='child:VGF' name='है'>
13	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='130' name='लेकिन' chunkId='CCP' chunkType='head:CCP'>
14	अंडमान	NNP	<fs af='अंडमान,n,m,sg,3,o,0_में,0' drel='k7p:आई' posn='140' vpos='vib_2' name='अंडमान' chunkId='NP4' chunkType='head:NP4' cref='i2%1:t1' crefHead='अंडमान:i2' crefType='part-of:i1'>
15	में	PSP	<fs af='में,psp,,,,,,' posn='150' drel='lwg__psp:अंडमान' chunkType='child:NP4' name='में2'>
16	लापता	JJ	<fs af='लापता,adj,any,any,,o,,' posn='160' drel='nmod__adj:लोगों' chunkType='child:NP5' name='लापता' cref='i23%0:t10'>
17	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0_का,0' drel='r6:संख्या2' posn='170' vpos='vib_3' name='लोगों' chunkId='NP5' chunkType='head:NP5' cref='i23%1:t10' crefHead='लोगों:i23'>
18	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='180' drel='lwg__psp:लोगों' chunkType='child:NP5' name='की2'>
19	संख्या	NN	<fs af='संख्या,n,f,sg,3,o,0_में,0' drel='k1:आई' posn='190' vpos='vib_2' name='संख्या2' chunkId='NP6' chunkType='head:NP6'>
20	में	PSP	<fs af='में,psp,,,,,,' posn='200' drel='lwg__psp:संख्या2' chunkType='child:NP6' name='में3'>
21	काफी	QF	<fs af='काफी,avy,,,,,,' posn='210' drel='nmod__adj:कमी' chunkType='child:NP7' name='काफी'>
22	कमी	NN	<fs af='कमी,n,f,sg,3,d,0,0' drel='pof:आई' posn='220' name='कमी' chunkId='NP7' chunkType='head:NP7'>
23	आई	VM	<fs af='आ,v,f,sg,3,,या_है,yA' drel='ccof:और' stype='declarative' posn='230' voicetype='active' vpos='tam_2' name='आई' chunkId='VGF2' chunkType='head:VGF2'>
24	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='240' drel='lwg__vaux:आई' chunkType='child:VGF2' name='है2'>
25	और	CC	<fs af='और,avy,,,,,,' drel='ccof:लेकिन' posn='250' name='और' chunkId='CCP2' chunkType='head:CCP2'>
26	उनकी	PRP	<fs af='वह,pn,f,pl,3,o,का,kA' drel='r6:संख्या3' posn='260' name='उनकी' chunkId='NP8' chunkType='head:NP8' cref='i24%1:t10' crefHead='उनकी:i24'>
27	संख्या	NN	<fs af='संख्या,n,f,sg,3,d,0,0' drel='k1:रह' posn='270' name='संख्या3' chunkId='NP9' chunkType='head:NP9'>
28	३०००	QC	<fs af='३०००,num,any,any,,any,,' drel='k1s:रह' posn='280' name='३०००' chunkId='NP10' chunkType='head:NP10'>
29	रह	VM	<fs af='रह,v,f,sg,3,,0_जा+या१_है,0' drel='ccof:और' stype='declarative' posn='290' voicetype='active' vpos='tam_2_3' name='रह' chunkId='VGF3' chunkType='head:VGF3'>
30	गई	VAUX	<fs af='जा,v,f,sg,any,,या१,yA1' posn='300' drel='lwg__vaux:रह' chunkType='child:VGF3' name='गई2'>
31	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='310' drel='lwg__vaux:रह' chunkType='child:VGF3' name='है3'>
32	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='320' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="5">
1	कुछ	QF	<fs af='कुछ,avy,,,,,,' posn='10' drel='nmod__adj:गांवों' chunkType='child:NP' name='कुछ' cref='i19%0:t8'>
2	आदिवासी	NNC	<fs af='आदिवासी,n,m,sg,3,d,0,0' posn='20' drel='pof__cn:गांवों' chunkType='child:NP' name='आदिवासी' cref='i19%0:t8'>
3	गांवों	NN	<fs af='गांव,n,m,pl,3,o,0_का,0' drel='r6-k1:सर्वे' posn='30' vpos='vib_4' name='गांवों' chunkId='NP' chunkType='head:NP' cref='i19%1:t8' crefHead='गांवों:i19'>
4	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='40' drel='lwg__psp:गांवों' chunkType='child:NP' name='का'>
5	सर्वे	NN	<fs af='सर्वे,n,m,sg,3,d,0,0' drel='pof:हुआ' posn='50' name='सर्वे' chunkId='NP2' chunkType='head:NP2'>
6	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='60' drel='lwg__neg:हुआ' chunkType='child:VGF' name='नहीं'>
7	हुआ	VM	<fs af='हो,v,m,sg,3,,या_है,yA' drel='ccof:लेकिन' stype='declarative' posn='70' voicetype='active' vpos='tam_3' name='हुआ' chunkId='VGF' chunkType='head:VGF'>
8	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='80' drel='lwg__vaux:हुआ' chunkType='child:VGF' name='है'>
9	,	SYM	<fs af='COMMA,punc,,,,,,' posn='90' drel='rsym:हुआ' chunkType='child:VGF' name=','>
10	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='100' name='लेकिन' chunkId='CCP' chunkType='head:CCP'>
11	वायुसेना	NN	<fs af='वायुसेना,n,f,sg,3,o,0_का,0' drel='r6:विमानों' posn='110' vpos='vib_2' name='वायुसेना' chunkId='NP3' chunkType='head:NP3' acrefMod='m4::i25' acrefModHead='वायुसेना:m4'>
12	के	PSP	<fs af='का,psp,m,pl,,o,,' posn='120' drel='lwg__psp:वायुसेना' chunkType='child:NP3' name='के' acrefMod='m4::i25'>
13	विमानों	NN	<fs af='विमान,n,m,pl,3,o,0_ने,0' drel='k1:किया' posn='130' vpos='vib_2' name='विमानों' chunkId='NP4' chunkType='head:NP4' cref='i25%1:t11' crefHead='विमानों:i25' crefMod='m4:i25'>
14	ने	PSP	<fs af='ने,psp,,,,,,' posn='140' drel='lwg__psp:विमानों' chunkType='child:NP4' name='ने'>
15	अपना	PRP	<fs af='अपना,pn,m,sg,any,d,0,0' drel='r6:काम' posn='150' name='अपना' chunkId='NP5' chunkType='head:NP5' cref='i26%1:t11' crefHead='अपना:i26'>
16	काम	NN	<fs af='काम,n,m,sg,3,d,0,0' drel='k2:किया' posn='160' name='काम' chunkId='NP6' chunkType='head:NP6'>
17	किया	VM	<fs af='कर,v,m,sg,3,,या_है,yA' drel='ccof:लेकिन' stype='declarative' posn='170' voicetype='active' vpos='tam_2' name='किया' chunkId='VGF2' chunkType='head:VGF2'>
18	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='180' drel='lwg__vaux:किया' chunkType='child:VGF2' name='है2'>
19	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='190' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="6">
1	इनमें	PRP	<fs af='यह,pn,any,pl,3,o,में,me' drel='k7:देखा' posn='10' name='इनमें' chunkId='NP' chunkType='head:NP' cref='i20%1:t8' crefHead='इनमें:i20'>
2	ओंग	NNP	<fs af='ओंग,n,m,sg,3,d,0,0' drel='ccof:NULL' posn='20' name='ओंग' chunkId='NP2' chunkType='head:NP2'>
3	,	SYM	<fs af='COMMA,punc,,,,,,' posn='30' drel='rsym:ओंग' chunkType='child:NP2' name=','>
4	NULL	CC	<fs dmrel='nmod:जनजातियों' mtype='gap' troot='और' name='NULL' chunkId='NULL__CCP' chunkType='head:NULL__CCP'>
5	जारवा	NNP	<fs af='जारवा,n,m,sg,3,d,0,0' drel='ccof:NULL' posn='40' name='जारवा' chunkId='NP3' chunkType='head:NP3'>
6	आदि	RP	<fs af='आदि,avy,,,,,,' posn='50' drel='lwg__rp:जारवा' chunkType='child:NP3' name='आदि'>
7	जनजातियों	NN	<fs af='जनजाति,n,f,pl,3,o,0_को,0' drel='k2:देखा' posn='60' vpos='vib_2' name='जनजातियों' chunkId='NP4' chunkType='head:NP4'>
8	को	PSP	<fs af='को,psp,,,,,,' posn='70' drel='lwg__psp:जनजातियों' chunkType='child:NP4' name='को'>
9	देखा	VM	<fs af='देख,v,m,sg,3,,या_जा+या१_है,yA' stype='declarative' posn='80' voicetype='passive' vpos='tam_2_3' name='देखा' chunkId='VGF' chunkType='head:VGF'>
10	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='90' drel='lwg__vaux:देखा' chunkType='child:VGF' name='गया'>
11	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='100' drel='lwg__vaux:देखा' chunkType='child:VGF' name='है'>
12	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:देखा' posn='110' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="7">
1	गृह	NNPC	<fs af='गृह,n,m,sg,3,d,0,0' posn='10' drel='pof__cn:मंत्रालय' chunkType='child:NP' name='गृह' acrefMod='m1%0:i6'>
2	मंत्रालय	NNP	<fs af='मंत्रालय,n,m,sg,3,o,0_का,0' drel='r6:सचिव' posn='20' vpos='vib_3' name='मंत्रालय' chunkId='NP' chunkType='head:NP' acrefMod='m1%1:i6' acrefModHead='मंत्रालय:m1'>
3	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='30' drel='lwg__psp:मंत्रालय' chunkType='child:NP' name='के'>
4	अतिरिक्त	NNC	<fs af='अतिरिक्त,adj,any,any,,o,,' posn='40' drel='pof__cn:सचिव' chunkType='child:NP2' name='अतिरिक्त' cref='i6%0:t2'>
5	सचिव	NN	<fs af='सचिव,n,m,sg,3,o,0,0' drel='nmod:रस्तोगी' posn='50' name='सचिव' chunkId='NP2' chunkType='head:NP2' cref='i6%1:t2' crefHead='सचिव:i6' crefMod='m1:i6' crefType='part-of:i6'>
6	(	SYM	<fs af='(,punc,,,,,,' posn='60' drel='rsym:प्रबंधन' chunkType='child:NP3' name='('>
7	आपदा	NNC	<fs af='आपदा,n,m,sg,3,d,0,0' posn='70' drel='pof__cn:प्रबंधन' chunkType='child:NP3' name='आपदा'>
8	प्रबंधन	NN	<fs af='प्रबंधन,n,m,sg,3,d,0,0' drel='rs:सचिव' posn='80' name='प्रबंधन' chunkId='NP3' chunkType='head:NP3'>
9	)	SYM	<fs af='),punc,,,,,,' posn='90' drel='rsym:प्रबंधन' chunkType='child:NP3' name=')'>
10	ए.	NNPC	<fs af='ए.,n,m,sg,3,d,0,0' posn='100' drel='pof__cn:रस्तोगी' chunkType='child:NP4' name='ए.'>
11	के.	NNPC	<fs af='के.,n,m,sg,3,d,0,0' posn='110' drel='pof__cn:रस्तोगी' chunkType='child:NP4' name='के.'>
12	रस्तोगी	NNP	<fs af='रस्तोगी,n,m,sg,3,o,0_ने,0' drel='k1:बताया' posn='120' vpos='vib_4' name='रस्तोगी' chunkId='NP4' chunkType='head:NP4'>
13	ने	PSP	<fs af='ने,psp,,,,,,' posn='130' drel='lwg__psp:रस्तोगी' chunkType='child:NP4' name='ने'>
14	बताया	VM	<fs af='बता,v,m,sg,3,,या,yA' stype='declarative' posn='140' voicetype='active' name='बताया' chunkId='VGF' chunkType='head:VGF'>
15	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' posn='150' name='कि' chunkId='CCP' chunkType='head:CCP'>
16	कल	NN	<fs af='कल,n,m,sg,3,o,0_से,0' drel='rsp:आज' posn='160' vpos='vib_2' name='कल' chunkId='NP5' chunkType='head:NP5'>
17	से	PSP	<fs af='से,psp,,,,,,' posn='170' drel='lwg__psp:कल' chunkType='child:NP5' name='से'>
18	आज	NN	<fs af='आज,n,m,sg,3,o,0_तक,0' drel='k7t:हुए' posn='180' vpos='vib_2' name='आज' chunkId='NP6' chunkType='head:NP6'>
19	तक	PSP	<fs af='तक,psp,,,,,,' posn='190' drel='lwg__psp:आज' chunkType='child:NP6' name='तक'>
20	६	QC	<fs af='६,num,any,any,,any,,' posn='200' drel='nmod__adj:भूकंप' chunkType='child:NP7' name='६' cref='i21%0:t9'>
21	भूकंप	NN	<fs af='भूकंप,n,m,pl,3,d,0,0' drel='k1:हुए' posn='210' name='भूकंप' chunkId='NP7' chunkType='head:NP7' cref='i21%1:t9' crefHead='भूकंप:i21'>
22	दर्ज	JJ	<fs af='दर्ज,adj,any,any,,,,' drel='pof:हुए' posn='220' name='दर्ज' chunkId='JJP' chunkType='head:JJP'>
23	हुए	VM	<fs af='हो,v,m,pl,3,,या_है,yA' drel='ccof:कि' stype='declarative' posn='230' voicetype='active' vpos='tam_2' name='हुए' chunkId='VGF2' chunkType='head:VGF2'>
24	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='240' drel='lwg__vaux:हुए' chunkType='child:VGF2' name='हैं'>
25	,	SYM	<fs af='COMMA,punc,,,,,,' posn='250' drel='rsym:हुए' chunkType='child:VGF2' name=','>
26	जिनकी	PRP	<fs af='जो,pn,f,pl,3,o,का,kA' drel='r6:तीव्रता' posn='260' coref=':NP7' name='जिनकी' chunkId='NP8' chunkType='head:NP8' cref='i22%1:t9' crefHead='जिनकी:i22'>
27	तीव्रता	NN	<fs af='तीव्रता,n,f,sg,3,d,0,0' drel='k1:रही' posn='270' name='तीव्रता' chunkId='NP9' chunkType='head:NP9'>
28	५	QC	<fs af='५,num,any,any,,any,0_से,' drel='rsp:५2' posn='280' vpos='2' name='५' chunkId='NP10' chunkType='head:NP10'>
29	से	PSP	<fs af='से,psp,,,,,,' posn='290' drel='lwg__psp:५' chunkType='child:NP10' name='से2'>
