1	पार्टी	NN	<fs af='पार्टी,n,f,sg,3,o,0_का,0' drel='k1:कहना' posn='10' vpos='vib_2' name='पार्टी' chunkId='NP' chunkType='head:NP' cref='i2%1:t1' crefHead='पार्टी:i2' crefType='part-of:i1'>
2	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='20' drel='lwg__psp:पार्टी' chunkType='child:NP' name='का'>
3	कहना	VM	<fs af='कह,v,any,any,any,d,ना,nA' drel='k1:है' posn='30' name='कहना' chunkId='VGNN' chunkType='head:VGNN'>
4	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='40' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
5	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहना' posn='50' name='कि' chunkId='CCP' chunkType='head:CCP'>
6	संयुक्त	NNPC	<fs af='संयुक्त,n,m,sg,3,d,0,0' posn='60' drel='pof__cn:गठबंधन' chunkType='child:NP2' name='संयुक्त' cref='i23%0:t3'>
7	प्रगतिशील	NNPC	<fs af='प्रगतिशील,n,m,sg,3,d,0,0' posn='70' drel='pof__cn:गठबंधन' chunkType='child:NP2' name='प्रगतिशील' cref='i23%0:t3'>
8	गठबंधन	NNP	<fs af='गठबंधन,n,m,sg,3,d,0,0' drel='nmod:सरकार' posn='80' name='गठबंधन' chunkId='NP2' chunkType='head:NP2' cref='i23%1:t3' crefHead='गठबंधन:i23' crefType='part-of:i23'>
9	(	SYM	<fs af='(,punc,,,,,,' posn='90' drel='rsym:यूपीए' chunkType='child:NP3' name='('>
10	यूपीए	NNP	<fs af='यूपीए,n,m,sg,3,d,0,0' drel='rs:गठबंधन' posn='100' name='यूपीए' chunkId='NP3' chunkType='head:NP3' cref='i24%1:t3' crefHead='यूपीए:i24' crefType='part-of:i23'>
11	)	SYM	<fs af='),punc,,,,,,' posn='110' drel='rsym:यूपीए' chunkType='child:NP3' name=')'>
12	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:डाल' posn='120' name='सरकार' chunkId='NP4' chunkType='head:NP4'>
13	मुस्लिम	JJ	<fs af='मुस्लिम,adj,any,any,,o,,' posn='70' drel='nmod__adj:बैंक' chunkType='child:NP5' name='मुस्लिम' cref='i36%0:t7'>
14	वोट	NNC	<fs af='वोट,n,m,sg,3,d,0,0' posn='140' drel='pof__cn:बैंक' chunkType='child:NP5' name='वोट' cref='i36%0:t7'>
15	बैंक	NN	<fs af='बैंक,n,m,sg,3,o,0_को,0' drel='k2:लुभाने' posn='150' vpos='vib_4' name='बैंक' chunkId='NP5' chunkType='head:NP5' cref='i36%1:t7' crefHead='बैंक:i36' crefType='part-of:i36'>
16	को	PSP	<fs af='को,psp,,,,,,' posn='160' drel='lwg__psp:बैंक' chunkType='child:NP5' name='को'>
17	लुभाने	VM	<fs af='लुभा,v,any,any,any,o,ना_के_लिए,nA' drel='rt:डाल' posn='170' vpos='tam_2_3' name='लुभाने' chunkId='VGNN2' chunkType='head:VGNN2'>
18	के	PSP	<fs af='के,psp,,,,,,' posn='180' drel='lwg__psp:लुभाने' chunkType='child:VGNN2' name='के'>
19	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='190' drel='lwg__psp:लुभाने' chunkType='child:VGNN2' name='लिए'>
20	देश	NN	<fs af='देश,n,m,sg,3,o,0_का,0' drel='r6:एकता' posn='200' vpos='vib_2' name='देश' chunkId='NP6' chunkType='head:NP6'>
21	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='210' drel='lwg__psp:देश' chunkType='child:NP6' name='की'>
22	एकता	NN	<fs af='एकता,n,f,sg,3,o,0_को,0' drel='k2:डाल' posn='220' vpos='vib_2' name='एकता' chunkId='NP7' chunkType='head:NP7'>
23	को	PSP	<fs af='को,psp,,,,,,' posn='230' drel='lwg__psp:एकता' chunkType='child:NP7' name='को2'>
24	खतरे	NN	<fs af='खतरा,n,m,sg,3,o,0_में,0' drel='k7p:डाल' posn='240' vpos='vib_2' name='खतरे' chunkId='NP8' chunkType='head:NP8'>
25	में	PSP	<fs af='में,psp,,,,,,' posn='250' drel='lwg__psp:खतरे' chunkType='child:NP8' name='में'>
26	डाल	VM	<fs af='डाल,v,f,sg,3,,0_रह+या_है,0' drel='ccof:कि' stype='declarative' posn='260' voicetype='active' vpos='tam_2_3' name='डाल' chunkId='VGF2' chunkType='head:VGF2'>
27	रही	VAUX	<fs af='रह,v,f,sg,any,,या,yA' posn='270' drel='lwg__vaux:डाल' chunkType='child:VGF2' name='रही'>
28	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='280' drel='lwg__vaux:डाल' chunkType='child:VGF2' name='है2'>
29	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='290' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="3">
1	भाजपा	NNP	<fs af='भाजपा,n,f,sg,3,o,0_ने,0' drel='k1:मांगा' posn='10' vpos='vib_2' name='भाजपा' chunkId='NP' chunkType='head:NP' cref='i3%1:t1' crefHead='भाजपा:i3' crefType='part-of:i2'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:भाजपा' chunkType='child:NP' name='ने'>
3	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,d,0,0' posn='30' drel='nmod__adj:पार्टी' chunkType='child:NP2' name='कांग्रेस' cref='i11%0:t2'>
4	पार्टी	NN	<fs af='पार्टी,n,f,sg,3,o,0_से,0' drel='k5:मांगा' posn='40' vpos='vib_vib_3' name='पार्टी' chunkId='NP2' chunkType='head:NP2' cref='i11%1:t2' crefHead='पार्टी:i11' crefType='part-of:i10'>
5	से	PSP	<fs af='से,psp,,,,,,' posn='50' drel='lwg__psp:पार्टी' chunkType='child:NP2' name='से'>
6	संसद	NN	<fs af='संसद,n,m,sg,3,o,0,0' drel='ccof:व' posn='60' name='संसद' chunkId='NP3' chunkType='head:NP3'>
7	व	CC	<fs af='व,avy,,,,,,' drel='k7p:मांगा' posn='70' name='व' chunkId='CCP' chunkType='head:CCP'>
8	विधानसभा	NN	<fs af='विधानसभा,n,f,sg,3,o,0_में,0' drel='ccof:व' posn='80' vpos='vib_2' name='विधानसभा' chunkId='NP4' chunkType='head:NP4'>
9	में	PSP	<fs af='में,psp,,,,,,' posn='90' drel='lwg__psp:विधानसभा' chunkType='child:NP4' name='में'>
10	राजनीतिक	JJ	<fs af='राजनीतिक,adj,any,any,,o,,' posn='100' drel='nmod__adj:आरक्षण' chunkType='child:NP5' name='राजनीतिक'>
11	आरक्षण	NN	<fs af='आरक्षण,n,m,sg,3,o,0_के_बारे_में,0' drel='k7:मांगा' posn='110' vpos='vib_3_4_5' name='आरक्षण' chunkId='NP5' chunkType='head:NP5'>
12	के	PSP	<fs af='के,psp,,,,,,' posn='120' drel='lwg__psp:आरक्षण' chunkType='child:NP5' name='के'>
13	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='130' drel='lwg__psp:आरक्षण' chunkType='child:NP5' name='बारे'>
14	में	PSP	<fs af='में,psp,,,,,,' posn='140' drel='lwg__psp:आरक्षण' chunkType='child:NP5' name='में2'>
15	जवाब	NN	<fs af='जवाब,n,m,sg,3,d,0,0' drel='k2:मांगा' posn='150' name='जवाब' chunkId='NP6' chunkType='head:NP6'>
16	मांगा	VM	<fs af='मांग,v,m,sg,3,,या_है,yA' stype='declarative' posn='160' voicetype='active' vpos='tam_2' name='मांगा' chunkId='VGF' chunkType='head:VGF'>
17	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='170' drel='lwg__vaux:मांगा' chunkType='child:VGF' name='है'>
18	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:मांगा' posn='180' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="4">
1	उसका	PRP	<fs af='वह,pn,m,sg,3,o,का,kA' drel='k1:कहना' posn='10' name='उसका' chunkId='NP' chunkType='head:NP' cref='i53%1:t1' crefHead='उसका:i53'>
2	कहना	VM	<fs af='कह,v,m,sg,any,,ना,nA' drel='k1:है' stype='declarative' posn='20' voicetype='active' name='कहना' chunkId='VGF' chunkType='head:VGF'>
3	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='30' voicetype='active' name='है' chunkId='VGF2' chunkType='head:VGF2'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहना' posn='40' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='50' drel='nmod__adj:मुद्दे' chunkType='child:NP2' name='इस'>
6	मुद्दे	NN	<fs af='मुद्दा,n,m,sg,3,o,0_पर,0' drel='k7:देना' posn='60' vpos='vib_3' name='मुद्दे' chunkId='NP2' chunkType='head:NP2'>
7	पर	PSP	<fs af='पर,psp,,,,,,' posn='70' drel='lwg__psp:मुद्दे' chunkType='child:NP2' name='पर'>
8	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,o,0_का,0' drel='r6:चुप्पी' posn='80' vpos='vib_2' name='कांग्रेस' chunkId='NP3' chunkType='head:NP3' cref='i12%1:t2' crefHead='कांग्रेस:i12' crefType='part-of:i11'>
9	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='90' drel='lwg__psp:कांग्रेस' chunkType='child:NP3' name='की'>
10	चुप्पी	NN	<fs af='चुप्पी,n,f,sg,3,o,0_का,0' drel='r6:अर्थ' posn='100' vpos='vib_2' name='चुप्पी' chunkId='NP4' chunkType='head:NP4'>
11	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='110' drel='lwg__psp:चुप्पी' chunkType='child:NP4' name='का'>
12	अर्थ	NN	<fs af='अर्थ,n,m,sg,3,d,0,0' drel='k1:देना' posn='120' name='अर्थ' chunkId='NP5' chunkType='head:NP5'>
13	राजनीतिक	JJ	<fs af='राजनीतिक,adj,any,any,,o,,' posn='130' drel='nmod__adj:आरक्षण' chunkType='child:NP6' name='राजनीतिक'>
14	आरक्षण	NN	<fs af='आरक्षण,n,m,sg,3,o,0_का,0' drel='r6:मांग' posn='140' vpos='vib_3' name='आरक्षण' chunkId='NP6' chunkType='head:NP6'>
15	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='150' drel='lwg__psp:आरक्षण' chunkType='child:NP6' name='की2'>
16	मांग	NN	<fs af='मांग,n,f,sg,3,o,0_को,0' drel='k2:देना' posn='160' vpos='vib_2' name='मांग' chunkId='NP7' chunkType='head:NP7'>
17	को	PSP	<fs af='को,psp,,,,,,' posn='170' drel='lwg__psp:मांग' chunkType='child:NP7' name='को'>
18	मूक	JJ	<fs af='मूक,adj,any,any,,d,,' posn='180' drel='nmod__adj:समर्थन' chunkType='child:NP8' name='मूक'>
19	समर्थन	NN	<fs af='समर्थन,n,m,sg,3,d,0,0' drel='k1s:देना' posn='190' name='समर्थन' chunkId='NP8' chunkType='head:NP8'>
20	देना	VM	<fs af='दे,v,m,sg,3,,ना_है,nA' drel='ccof:कि' stype='declarative' posn='200' voicetype='active' vpos='tam_2' name='देना' chunkId='VGF3' chunkType='head:VGF3'>
21	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='210' drel='lwg__vaux:देना' chunkType='child:VGF3' name='है2'>
22	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='220' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="5">
1	पार्टी	NN	<fs af='पार्टी,n,f,sg,3,o,0_के_मुताबिक,0' drel='k7a:पनपती' posn='10' vpos='vib_2_3' name='पार्टी' chunkId='NP' chunkType='head:NP' cref='i4%1:t1' crefHead='पार्टी:i4' crefType='part-of:i53'>
2	के	PSP	<fs af='के,psp,,,,,,' posn='20' drel='lwg__psp:पार्टी' chunkType='child:NP' name='के'>
3	मुताबिक	PSP	<fs af='मुताबिक,psp,,,,,,' posn='30' drel='lwg__psp:पार्टी' chunkType='child:NP' name='मुताबिक'>
4	,	SYM	<fs af='COMMA,punc,,,,,,' posn='40' drel='rsym:पार्टी' chunkType='child:NP' name=','>
5	धर्म	NN	<fs af='धर्म,n,m,sg,3,o,0_का,0' drel='r6:नाम' posn='50' vpos='vib_2' name='धर्म' chunkId='NP2' chunkType='head:NP2'>
6	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='60' drel='lwg__psp:धर्म' chunkType='child:NP2' name='के2'>
7	नाम	NN	<fs af='नाम,n,m,sg,3,o,0_पर,0' drel='k7:पनपती' posn='70' vpos='vib_2' name='नाम' chunkId='NP3' chunkType='head:NP3'>
8	पर	PSP	<fs af='पर,psp,,,,,,' posn='80' drel='lwg__psp:नाम' chunkType='child:NP3' name='पर'>
9	आरक्षण	NN	<fs af='आरक्षण,n,m,sg,3,o,0_से,0' drel='rh:पनपती' posn='90' vpos='vib_2' name='आरक्षण' chunkId='NP4' chunkType='head:NP4'>
10	से	PSP	<fs af='से,psp,,,,,,' posn='100' drel='lwg__psp:आरक्षण' chunkType='child:NP4' name='से'>
11	विभाजन	NN	<fs af='विभाजन,n,m,sg,3,o,0_का,0' drel='r6:मानसिकता' posn='110' vpos='vib_2' name='विभाजन' chunkId='NP5' chunkType='head:NP5'>
12	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='120' drel='lwg__psp:विभाजन' chunkType='child:NP5' name='की'>
13	मानसिकता	NN	<fs af='मानसिकता,n,f,sg,3,d,0,0' drel='k1:पनपती' posn='130' name='मानसिकता' chunkId='NP6' chunkType='head:NP6'>
14	पनपती	VM	<fs af='पनप,v,f,sg,3,,ता_है,wA' stype='declarative' posn='140' voicetype='active' vpos='tam_2' name='पनपती' chunkId='VGF' chunkType='head:VGF'>
15	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='150' drel='lwg__vaux:पनपती' chunkType='child:VGF' name='है'>
16	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:पनपती' posn='160' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="6">
1	भाजपा	NNP	<fs af='भाजपा,n,f,sg,3,o,0_का,0' drel='k1:कहना' posn='10' vpos='vib_2' name='भाजपा' chunkId='NP' chunkType='head:NP' cref='i5%1:t1' crefHead='भाजपा:i5' crefType='part-of:i4'>
2	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='20' drel='lwg__psp:भाजपा' chunkType='child:NP' name='का'>
3	कहना	VM	<fs af='कह,v,any,any,any,d,ना,nA' drel='k1:है' posn='110' name='कहना' chunkId='VGNN' chunkType='head:VGNN'>
4	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='40' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
5	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहना' posn='50' name='कि' chunkId='CCP' chunkType='head:CCP'>
6	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,o,0_का,0' drel='r6:चेहरा' posn='60' vpos='vib_2' name='कांग्रेस' chunkId='NP2' chunkType='head:NP2' cref='i13%1:t2' crefHead='कांग्रेस:i13' crefType='part-of:i12'>
7	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='70' drel='lwg__psp:कांग्रेस' chunkType='child:NP2' name='का2'>
8	सांप्रदायिक	JJ	<fs af='सांप्रदायिक,adj,any,any,,d,,' posn='80' drel='nmod__adj:चेहरा' chunkType='child:NP3' name='सांप्रदायिक'>
9	चेहरा	NN	<fs af='चेहरा,n,m,sg,3,d,0,0' drel='k1:हुआ' posn='90' name='चेहरा' chunkId='NP3' chunkType='head:NP3'>
10	बेनकाब	JJ	<fs af='बेनकाब,adj,any,any,,,,' drel='k1s:हुआ' posn='100' name='बेनकाब' chunkId='JJP' chunkType='head:JJP'>
11	हुआ	VM	<fs af='हो,v,m,sg,3,,या_है,yA' drel='ccof:कि' stype='declarative' posn='110' voicetype='active' vpos='tam_2' name='हुआ' chunkId='VGF2' chunkType='head:VGF2'>
12	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='120' drel='lwg__vaux:हुआ' chunkType='child:VGF2' name='है2'>
13	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='130' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="7">
1	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,d,0,0' drel='k1:दे' posn='10' name='कांग्रेस' chunkId='NP' chunkType='head:NP' cref='i14%1:t2' crefHead='कांग्रेस:i14' crefType='part-of:i13'>
2	जानबूझकर	RB	<fs af='को,psp,,,,,,' drel='vmod:दे' posn='50' case='' pers='' gend='' name='जानबूझकर' chunkId='RBP' chunkType='head:RBP'>
3	मुस्लिम	JJ	<fs af='मुस्लिम,adj,any,any,,o,,' posn='30' drel='nmod__adj:सांप्रदायिकता' chunkType='child:NP2' name='मुस्लिम'>
4	सांप्रदायिकता	NN	<fs af='सांप्रदायिकता,n,f,sg,3,o,0_को,0' drel='k4:दे' posn='40' vpos='vib_3' name='सांप्रदायिकता' chunkId='NP2' chunkType='head:NP2'>
5	को	PSP	<fs af='को,psp,,,,,,' posn='50' drel='lwg__psp:सांप्रदायिकता' chunkType='child:NP2' name='को'>
6	बढ़ावा	NN	<fs af='बढावा,n,m,sg,3,d,0,0' drel='k2:दे' posn='60' name='बढ़ावा' chunkId='NP3' chunkType='head:NP3'>
7	दे	VM	<fs af='दे,v,f,sg,3,,0_रह+या_है,0' stype='declarative' posn='70' voicetype='active' vpos='tam_2_3' name='दे' chunkId='VGF' chunkType='head:VGF'>
8	रही	VAUX	<fs af='रह,v,f,sg,3,,या,yA' posn='80' drel='lwg__vaux:दे' chunkType='child:VGF' name='रही'>
9	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='90' drel='lwg__vaux:दे' chunkType='child:VGF' name='है'>
10	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दे' posn='100' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="8">
1	भाजपा	NNP	<fs af='भाजपा,n,f,sg,3,d,0,0' posn='10' drel='nmod__adj:प्रवक्ता' chunkType='child:NP' name='भाजपा' cref='i6%1:t1,i25%0:t4' crefHead='भाजपा:i6' crefType='part-of:i5'>
2	प्रवक्ता	NN	<fs af='प्रवक्ता,n,m,sg,3,o,0,0' drel='nmod:जावड़ेकर' posn='20' name='प्रवक्ता' chunkId='NP' chunkType='head:NP' cref='i25%1:t4' crefHead='प्रवक्ता:i25' crefType='part-of:i25'>
3	प्रकाश	NNPC	<fs af='प्रकाश,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:जावड़ेकर' chunkType='child:NP2' name='प्रकाश' cref='i26%0:t4,i48%0:t11'>
4	जावड़ेकर	NNP	<fs af='जावड़ेकर,n,m,sg,3,o,0_के_मुताबिक,0' drel='k7a:की3' posn='40' vpos='vib_3_4' name='जावड़ेकर' chunkId='NP2' chunkType='head:NP2' cref='i26%1:t4' crefHead='जावड़ेकर:i26' crefType='part-of:i25'>
5	के	PSP	<fs af='के,psp,,,,,,' posn='50' drel='lwg__psp:जावड़ेकर' chunkType='child:NP2' name='के'>
6	मुताबिक	PSP	<fs af='मुताबिक,psp,,,,,,' posn='60' drel='lwg__psp:जावड़ेकर' chunkType='child:NP2' name='मुताबिक'>
7	,	SYM	<fs af='COMMA,punc,,,,,,' posn='70' drel='rsym:जावड़ेकर' chunkType='child:NP2' name=',' cref='i48%1:t11'>
8	जमीअत	NNPC	<fs af='जमीअत,n,m,sg,3,d,0,0' posn='80' drel='pof__cn:हिंद' chunkType='child:NP3' name='जमीअत' cref='i34%0:t6'>
9	-JOIN	SYM	<fs af='-झौईण्,punc,,,,,,' posn='90' drel='rsym:हिंद' chunkType='child:NP3' name='-JOIN' cref='i34%0:t6'>
10	उलेमा-	NNPC	<fs af='उलेमा-,n,m,sg,3,d,0,0' posn='100' drel='nmod__adj:हिंद' chunkType='child:NP3' name='उलेमा-' cref='i34%0:t6'>
11	ए	NNPC	<fs af='ए,unk,,,,,,' posn='110' drel='nmod__adj:हिंद' chunkType='child:NP3' name='ए' cref='i34%0:t6'>
12	-JOIN	SYM	<fs af='-,punc,,,,,,' posn='120' drel='rsym:हिंद' chunkType='child:NP3' name='-JOIN2' cref='i34%0:t6'>
13	हिंद	NNP	<fs af='हिंद,n,m,sg,3,o,0_ने,0' drel='k1:की3' posn='130' vpos='vib_7' name='हिंद' chunkId='NP3' chunkType='head:NP3' cref='i34%1:t6' crefHead='हिंद:i34' crefType='part-of:i34'>
14	ने	PSP	<fs af='ने,psp,,,,,,' posn='140' drel='lwg__psp:हिंद' chunkType='child:NP3' name='ने'>
15	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,d,0,0' posn='150' drel='nmod__adj:गांधी' chunkType='child:NP4' name='कांग्रेस' cref='i15%1:t2,i30%0:t5' crefHead='कांग्रेस:i15' crefType='part-of:i14'>
16	अध्यक्ष	NN	<fs af='अध्यक्ष,n,m,sg,3,d,0,0' posn='160' drel='nmod:गांधी' chunkType='child:NP4' name='अध्यक्ष' cref='i30%1:t5' crefHead='अध्यक्ष:i30' crefType='part-of:i30'>
17	सोनिया	NNPC	<fs af='सोनिया,n,f,sg,3,d,0,0' posn='170' drel='pof__cn:गांधी' chunkType='child:NP4' name='सोनिया' cref='i31%0:t5'>
18	गांधी	NNP	<fs af='गांधी,n,f,sg,3,o,0_का,0' drel='r6:मौजूदगी' posn='180' vpos='vib_vib_vib_5' name='गांधी' chunkId='NP4' chunkType='head:NP4' cref='i31%1:t5' crefHead='गांधी:i31' crefType='part-of:i30'>
19	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='190' drel='lwg__psp:गांधी' chunkType='child:NP4' name='की'>
20	मौजूदगी	NN	<fs af='मौजूदगी,n,f,sg,3,o,0_में,0' drel='k7:की3' posn='200' vpos='vib_2' name='मौजूदगी' chunkId='NP5' chunkType='head:NP5'>
21	में	PSP	<fs af='में,psp,,,,,,' posn='210' drel='lwg__psp:मौजूदगी' chunkType='child:NP5' name='में'>
22	धर्म	NN	<fs af='धर्म,n,m,sg,3,o,0_का,0' drel='r6:आधार' posn='220' vpos='vib_2' name='धर्म' chunkId='NP6' chunkType='head:NP6'>
23	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='230' drel='lwg__psp:धर्म' chunkType='child:NP6' name='के2'>
24	आधार	NN	<fs af='आधार,n,m,sg,3,o,0_पर,0' drel='k7:की3' posn='240' vpos='vib_2' name='आधार' chunkId='NP7' chunkType='head:NP7'>
25	पर	PSP	<fs af='पर,psp,,,,,,' posn='250' drel='lwg__psp:आधार' chunkType='child:NP7' name='पर'>
26	विधानसभा	NN	<fs af='विधानसभा,n,f,sg,3,o,0,0' drel='ccof:व' posn='260' name='विधानसभा' chunkId='NP8' chunkType='head:NP8'>
27	व	CC	<fs af='व,avy,,,,,,' drel='k7p:की3' posn='270' name='व' chunkId='CCP' chunkType='head:CCP'>
28	संसद	NN	<fs af='संसद,n,m,sg,3,o,0_में,0' drel='ccof:व' posn='280' vpos='vib_2' name='संसद' chunkId='NP9' chunkType='head:NP9'>
29	में	PSP	<fs af='में,psp,,,,,,' posn='290' drel='lwg__psp:संसद' chunkType='child:NP9' name='में2'>
30	राजनीतिक	JJ	<fs af='राजनीतिक,adj,any,any,,o,,' posn='300' drel='nmod__adj:आरक्षण' chunkType='child:NP10' name='राजनीतिक'>
31	आरक्षण	NN	<fs af='आरक्षण,n,m,sg,3,o,0_का,0' drel='r6-k2:मांग' posn='310' vpos='vib_3' name='आरक्षण' chunkId='NP10' chunkType='head:NP10'>
32	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='320' drel='lwg__psp:आरक्षण' chunkType='child:NP10' name='की2'>
