11	के	PSP	<fs af='के,psp,,,,,,' posn='110' drel='lwg__psp:करने' chunkType='child:VGNN' name='के2'>
12	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='120' drel='lwg__nst:करने' chunkType='child:VGNN' name='बाद'>
13	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' posn='130' drel='nmod__adj:सिंह' chunkType='child:NP6' name='प्रधानमंत्री' crefHead='प्रधानमंत्री:i11' cref='i11%1:t3,i58%0:t15' crefType='part-of:i11'>
14	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' posn='140' drel='pof__cn:सिंह' chunkType='child:NP6' name='मनमोहन' cref='i12%0:t3,i58%0:t15'>
15	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='150' vpos='vib_vib_4' name='सिंह' chunkId='NP6' chunkType='head:NP6' cref='i12%1:t3,i58%1:t15' crefHead='सिंह:i12,सिंह:i58' crefType='part-of:i11'>
16	ने	PSP	<fs af='ने,psp,,,,,,' posn='160' drel='lwg__psp:सिंह' chunkType='child:NP6' name='ने'>
17	आज	NN	<fs af='आज,n,m,sg,3,d,0,0' drel='k7t:कहा' posn='170' name='आज' chunkId='NP7' chunkType='head:NP7'>
18	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='180' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
19	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='190' name='कि' chunkId='CCP2' chunkType='head:CCP2'>
20	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:करेगी' posn='200' name='सरकार' chunkId='NP8' chunkType='head:NP8'>
21	राहत	NN	<fs af='राहत,n,f,sg,3,o,0,0' drel='ccof:और2' posn='210' name='राहत' chunkId='NP9' chunkType='head:NP9'>
22	और	CC	<fs af='और,avy,,,,,,' drel='rt:करेगी' posn='220' name='और2' chunkId='CCP3' chunkType='head:CCP3'>
23	पुनर्वास	NN	<fs af='पुनर्वास,n,m,sg,3,o,0_के_लिए,0' drel='ccof:और2' posn='230' vpos='vib_2_3' name='पुनर्वास' chunkId='NP10' chunkType='head:NP10'>
24	के	PSP	<fs af='के,psp,,,,,,' posn='240' drel='lwg__psp:पुनर्वास' chunkType='child:NP10' name='के3'>
25	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='250' drel='lwg__psp:पुनर्वास' chunkType='child:NP10' name='लिए'>
26	हर	QF	<fs af='हर,avy,,,,,,' posn='260' drel='nmod__adj:मदद' chunkType='child:NP11' name='हर'>
27	संभव	JJ	<fs af='संभव,adj,any,any,,d,,' posn='270' drel='nmod__adj:मदद' chunkType='child:NP11' name='संभव'>
28	मदद	NN	<fs af='मदद,n,f,sg,3,d,0,0' drel='pof:करेगी' posn='280' name='मदद' chunkId='NP11' chunkType='head:NP11'>
29	करेगी	VM	<fs af='कर,v,f,sg,3,,गा,gA' drel='ccof:कि' stype='declarative' posn='290' voicetype='active' name='करेगी' chunkId='VGF2' chunkType='head:VGF2'>
30	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='300' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="2">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:कहा' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i57%1:t15' crefHead='उन्होंने:i57'>
2	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' stype='declarative' posn='20' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
3	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='30' name='कि' chunkId='CCP' chunkType='head:CCP'>
4	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:रखेगी' posn='40' name='सरकार' chunkId='NP2' chunkType='head:NP2'>
5	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='50' drel='nmod__adj:आपदा' chunkType='child:NP3' name='इस' cref='i36%0:t9'>
6	प्राकृतिक	JJ	<fs af='प्राकृतिक,adj,any,any,,o,,' posn='60' drel='nmod__adj:आपदा' chunkType='child:NP3' name='प्राकृतिक' cref='i36%0:t9'>
7	आपदा	NN	<fs af='आपदा,n,f,sg,3,o,0_से,0' drel='jjmod:प्रभावित' posn='70' vpos='vib_4' name='आपदा' chunkId='NP3' chunkType='head:NP3' cref='i36%1:t9' crefHead='आपदा:i36' crefType='part-of:i35'>
8	से	PSP	<fs af='से,psp,,,,,,' posn='80' drel='lwg__psp:आपदा' chunkType='child:NP3' name='से'>
9	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' drel='nmod:परिवार' posn='90' name='प्रभावित' chunkId='JJP' chunkType='head:JJP'>
10	हर	QF	<fs af='हर,avy,,,,,,' posn='100' drel='nmod__adj:परिवार' chunkType='child:NP4' name='हर'>
11	परिवार	NN	<fs af='परिवार,n,m,sg,3,o,0_का,0' drel='r6-k2:ध्यान' posn='110' vpos='vib_3' name='परिवार' chunkId='NP4' chunkType='head:NP4'>
12	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='120' drel='lwg__psp:परिवार' chunkType='child:NP4' name='का'>
13	ध्यान	NN	<fs af='ध्यान,n,m,sg,3,d,0,0' drel='pof:रखेगी' posn='130' name='ध्यान' chunkId='NP5' chunkType='head:NP5'>
14	रखेगी	VM	<fs af='रख,v,f,sg,3,,गा,gA' drel='ccof:कि' stype='declarative' posn='140' voicetype='active' name='रखेगी' chunkId='VGF2' chunkType='head:VGF2'>
15	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='150' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="3">
1	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' drel='k7t:पहुंच' posn='10' name='इस' chunkId='NP' chunkType='head:NP'>
2	बीच	NST	<fs af='बीच,nst,m,sg,3,d,,' posn='20' drel='lwg__psp:इस' chunkType='child:NP' name='बीच'>
3	,	SYM	<fs af='COMMA,punc,,,,,,' posn='30' drel='rsym:इस' chunkType='child:NP' name=','>
4	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' drel='k1:पहुंच' posn='40' name='प्रधानमंत्री' chunkId='NP2' chunkType='head:NP2' cref='i13%1:t3' crefHead='प्रधानमंत्री:i13' crefType='part-of:i12'>
5	शुक्रवार	NNC	<fs af='शुक्रवार,n,m,sg,3,d,0,0' posn='50' drel='pof__cn:शाम' chunkType='child:NP3' name='शुक्रवार'>
6	शाम	NN	<fs af='शाम,n,f,sg,3,o,0,0' drel='k7t:पहुंच' posn='60' name='शाम' chunkId='NP3' chunkType='head:NP3'>
7	आंध्र	NNPC	<fs af='आंध्र,n,m,sg,3,d,0,0' posn='70' drel='pof__cn:प्रदेश' chunkType='child:NP4' name='आंध्र' cref='i23%0:t4'>
8	प्रदेश	NNP	<fs af='प्रदेश,n,m,sg,3,o,0_का,0' drel='r6:इलाकों' posn='80' vpos='vib_3' name='प्रदेश' chunkId='NP4' chunkType='head:NP4' cref='i23%1:t4' crefHead='प्रदेश:i23' crefType='part-of:i23'>
9	के	PSP	<fs af='का,psp,m,pl,,o,,' posn='90' drel='lwg__psp:प्रदेश' chunkType='child:NP4' name='के'>
10	सुनामी	NN	<fs af='सुनामी,n,f,sg,3,d,0,0' drel='jjmod:प्रभावित' posn='100' name='सुनामी' chunkId='NP5' chunkType='head:NP5' cref='i37%1:t9' crefHead='सुनामी:i37' crefType='part-of:i36'>
11	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' drel='nmod:इलाकों' posn='110' name='प्रभावित' chunkId='JJP' chunkType='head:JJP'>
12	इलाकों	NN	<fs af='इलाका,n,m,pl,3,o,0_का,0' drel='r6-k2:दौरा' posn='120' vpos='vib_2' name='इलाकों' chunkId='NP6' chunkType='head:NP6'>
13	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='130' drel='lwg__psp:इलाकों' chunkType='child:NP6' name='का'>
14	दौरा	NN	<fs af='दौरा,n,m,sg,3,d,0,0' drel='pof:करने' posn='140' name='दौरा' chunkId='NP7' chunkType='head:NP7'>
15	करने	VM	<fs af='कर,v,any,any,any,o,ना_के_लिए,nA' drel='rt:पहुंच' posn='150' vpos='tam_2_3' name='करने' chunkId='VGNN' chunkType='head:VGNN'>
16	के	PSP	<fs af='के,psp,,,,,,' posn='160' drel='lwg__psp:करने' chunkType='child:VGNN' name='के2'>
17	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='170' drel='lwg__psp:करने' chunkType='child:VGNN' name='लिए'>
18	विजयवाड़ा	NNP	<fs af='विजयवाड़ा,n,m,sg,3,d,0,0' drel='k2p:पहुंच' posn='180' name='विजयवाड़ा' chunkId='NP8' chunkType='head:NP8'>
19	पहुंच	VM	<fs af='पहुंच,v,any,sg,3h,,0_जा+या१,0' stype='declarative' posn='190' voicetype='active' vpos='tam_2' name='पहुंच' chunkId='VGF' chunkType='head:VGF'>
20	गए	VAUX	<fs af='जा,v,m,sg,3h,,या१,yA1' posn='200' drel='lwg__vaux:पहुंच' chunkType='child:VGF' name='गए'>
21	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:पहुंच' posn='210' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="4">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:की2' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i54%1:t3' crefHead='उन्होंने:i54'>
2	यहां	PRP	<fs af='यहाँ,pn,,,,d,,' drel='k7p:की2' posn='20' name='यहां' chunkId='NP2' chunkType='head:NP2' cref='i55%1:t14' crefHead='यहां:i55'>
3	पहुंचने	VM	<fs af='पहुंच,v,any,sg,3,o,ना_के_बाद,nA' drel='k7t:की2' posn='30' vpos='tam_2_3' name='पहुंचने' chunkId='VGNN' chunkType='head:VGNN'>
4	के	PSP	<fs af='के,psp,,,,,,' posn='40' drel='lwg__psp:पहुंचने' chunkType='child:VGNN' name='के'>
5	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='50' drel='lwg__nst:पहुंचने' chunkType='child:VGNN' name='बाद'>
6	संवाददाता	NNC	<fs af='संवाददाता,n,m,sg,3,d,0,0' posn='60' drel='pof__cn:सम्मेलन' chunkType='child:NP3' name='संवाददाता'>
7	सम्मेलन	NN	<fs af='सम्मेलन,n,m,sg,3,o,0_में,0' drel='k7p:की2' posn='70' vpos='vib_3' name='सम्मेलन' chunkId='NP3' chunkType='head:NP3'>
8	में	PSP	<fs af='में,psp,,,,,,' posn='80' drel='lwg__psp:सम्मेलन' chunkType='child:NP3' name='में'>
9	आंध्र	NNPC	<fs af='आंध्र,n,m,sg,3,d,0,0' posn='90' drel='pof__cn:प्रदेश' chunkType='child:NP4' name='आंध्र' cref='i24%0:t4'>
10	प्रदेश	NNP	<fs af='प्रदेश,n,m,sg,3,o,0_के_लिए,0' drel='rt:देने' posn='100' vpos='vib_3_4' name='प्रदेश' chunkId='NP4' chunkType='head:NP4' cref='i24%1:t4' crefHead='प्रदेश:i24' crefType='part-of:i23'>
11	के	PSP	<fs af='के,psp,,,,,,' posn='110' drel='lwg__psp:प्रदेश' chunkType='child:NP4' name='के2'>
12	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='120' drel='lwg__psp:प्रदेश' chunkType='child:NP4' name='लिए'>
13	तुरंत	RB	<fs af='तुरंत,adv,,,,,,' drel='k7t:देने' posn='130' name='तुरंत' chunkId='RBP' chunkType='head:RBP'>
14	सौ	QCC	<fs af='सौ,num,any,any,,any,,' posn='140' drel='mod:रुपये' chunkType='child:NP5' name='सौ'>
15	करोड़	QC	<fs af='करोड,num,any,any,,any,,' posn='150' drel='nmod__adj:रुपये' chunkType='child:NP5' name='करोड़'>
16	रुपये	NN	<fs af='रुपया,n,m,pl,3,d,0,0' drel='k2:देने' posn='160' name='रुपये' chunkId='NP5' chunkType='head:NP5'>
17	देने	VM	<fs af='दे,v,any,sg,any,o,ना_का,nA' drel='r6-k2:घोषणा' posn='170' vpos='tam_2' name='देने' chunkId='VGNN2' chunkType='head:VGNN2'>
18	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='180' drel='lwg__psp:देने' chunkType='child:VGNN2' name='की'>
19	घोषणा	NN	<fs af='घोषणा,n,f,sg,3,d,0,0' drel='pof:की2' posn='190' name='घोषणा' chunkId='NP6' chunkType='head:NP6'>
20	की	VM	<fs af='कर,v,f,sg,3,,या_है,yA' stype='declarative' posn='200' voicetype='active' vpos='tam_2' name='की2' chunkId='VGF' chunkType='head:VGF'>
21	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='210' drel='lwg__vaux:की2' chunkType='child:VGF' name='है'>
22	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:की2' posn='220' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="5">
1	कल	NN	<fs af='कल,n,m,sg,3,d,0,0' drel='k7t:की2' posn='10' name='कल' chunkId='NP' chunkType='head:NP'>
2	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:की2' posn='20' name='उन्होंने' chunkId='NP2' chunkType='head:NP2' cref='i53%1:t3' crefHead='उन्होंने:i53'>
3	केरल	NNP	<fs af='केरल,n,m,sg,3,o,0_के_लिए,0' drel='rt:की2' posn='30' vpos='vib_2_3' name='केरल' chunkId='NP3' chunkType='head:NP3' cref='i7%1:t2' crefHead='केरल:i7' crefType='part-of:i6'>
4	के	PSP	<fs af='के,psp,m,,,,,' posn='40' drel='lwg__psp:केरल' chunkType='child:NP3' name='के'>
5	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='50' drel='lwg__psp:केरल' chunkType='child:NP3' name='लिए'>
6	१०६	QCC	<fs af='१०६,num,any,any,,any,,' posn='60' drel='mod:रुपये' chunkType='child:NP4' name='१०६'>
7	करोड़	QC	<fs af='करोड,num,any,any,,any,,' posn='70' drel='nmod__adj:रुपये' chunkType='child:NP4' name='करोड़'>
8	रुपये	NN	<fs af='रुपया,n,m,sg,3,o,0_का,0' drel='r6-k2:घोषणा' posn='80' vpos='vib_4' name='रुपये' chunkId='NP4' chunkType='head:NP4'>
9	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='90' drel='lwg__psp:रुपये' chunkType='child:NP4' name='की'>
10	घोषणा	NN	<fs af='घोषणा,n,f,sg,3,d,0,0' drel='pof:की2' posn='100' name='घोषणा' chunkId='NP5' chunkType='head:NP5'>
11	की	VM	<fs af='कर,v,f,sg,3,,या_था,yA' stype='declarative' posn='110' voicetype='active' vpos='tam_2' name='की2' chunkId='VGF' chunkType='head:VGF'>
12	थी	VAUX	<fs af='था,v,f,sg,3,,था,WA' posn='120' drel='lwg__vaux:की2' chunkType='child:VGF' name='थी'>
13	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:की2' posn='130' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="6">
1	मनमोहन	NNP	<fs af='मनमोहन,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='10' vpos='vib_2' name='मनमोहन' chunkId='NP' chunkType='head:NP' cref='i14%1:t3' crefHead='मनमोहन:i14' crefType='part-of:i53'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:मनमोहन' chunkType='child:NP' name='ने'>
3	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' stype='declarative' posn='30' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='40' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:करेंगे' posn='50' name='वह' chunkId='NP2' chunkType='head:NP2' cref='i50%1:t3' crefHead='वह:i50'>
6	तमिलनाडु	NNP	<fs af='तमिलनाडु,n,m,sg,3,o,0,0' drel='ccof:और' posn='60' name='तमिलनाडु' chunkId='NP3' chunkType='head:NP3' cref='i2%1:t1' crefHead='तमिलनाडु:i2' crefType='part-of:i1'>
7	और	CC	<fs af='और,avy,,,,,,' drel='r6:मुख्यमंत्रियों' posn='70' name='और' chunkId='CCP2' chunkType='head:CCP2'>
8	पांडिचेरी	NNP	<fs af='पांडिचेरी,n,m,sg,3,o,0_के,0' drel='ccof:और' posn='80' vpos='vib_2' name='पांडिचेरी' chunkId='NP4' chunkType='head:NP4'>
9	के	PSP	<fs af='के,psp,m,sg,,o,,' posn='90' drel='lwg__psp:पांडिचेरी' chunkType='child:NP4' name='के'>
10	मुख्यमंत्रियों	NN	<fs af='मुख्यमंत्री,n,m,pl,3,o,0_से,0' drel='ras-k1:कर' posn='100' vpos='vib_2' name='मुख्यमंत्रियों' chunkId='NP5' chunkType='head:NP5'>
11	से	PSP	<fs af='से,psp,,,,,,' posn='110' drel='lwg__psp:मुख्यमंत्रियों' chunkType='child:NP5' name='से'>
12	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='pof:कर' posn='120' name='बात' chunkId='NP6' chunkType='head:NP6'>
13	कर	VM	<fs af='कर,v,any,any,any,,0,0' drel='vmod:करेंगे' posn='130' name='कर' chunkId='VGNF' chunkType='head:VGNF'>
14	उनके	PRP	<fs af='वह,pn,m,pl,3,o,का,kA' drel='r6:फंड' posn='140' name='उनके' chunkId='NP7' chunkType='head:NP7'>
15	फंड	NN	<fs af='फंड,n,m,sg,3,o,0_के_लिए,0' drel='rt:करेंगे' posn='150' vpos='vib_2_3' name='फंड' chunkId='NP8' chunkType='head:NP8'>
16	के	PSP	<fs af='के,psp,,,,,,' posn='160' drel='lwg__psp:फंड' chunkType='child:NP8' name='के2'>
17	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='170' drel='lwg__psp:फंड' chunkType='child:NP8' name='लिए'>
18	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='pof:करेंगे' posn='180' name='बात2' chunkId='NP9' chunkType='head:NP9'>
19	करेंगे	VM	<fs af='कर,v,m,sg,3h,,गा,gA' drel='ccof:कि' stype='declarative' posn='190' voicetype='active' name='करेंगे' chunkId='VGF2' chunkType='head:VGF2'>
20	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='200' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="7">
1	उधर	NST	<fs af='उधर,nst,m,sg,3,d,,' drel='sent-adv:बताया' posn='10' name='उधर' chunkId='NP' chunkType='head:NP'>
2	,	SYM	<fs af='COMMA,punc,,,,,,' posn='20' drel='rsym:उधर' chunkType='child:NP' name=','>
3	दिल्ली	NNP	<fs af='दिल्ली,n,f,sg,3,o,0_में,0' drel='k7p:बताया' posn='30' vpos='vib_2' name='दिल्ली' chunkId='NP2' chunkType='head:NP2'>
4	में	PSP	<fs af='में,psp,,,,,,' posn='40' drel='lwg__psp:दिल्ली' chunkType='child:NP2' name='में'>
5	प्रधानमंत्री	NNC	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' posn='50' drel='pof__cn:कार्यालय' chunkType='child:NP3' name='प्रधानमंत्री'>
6	कार्यालय	NN	<fs af='कार्यालय,n,m,sg,3,o,0_के,0' drel='r6:सूत्रों' posn='60' vpos='vib_3' name='कार्यालय' chunkId='NP3' chunkType='head:NP3'>
7	के	PSP	<fs af='के,psp,m,pl,,o,,' posn='70' drel='lwg__psp:कार्यालय' chunkType='child:NP3' name='के'>
8	सूत्रों	NN	<fs af='सूत्र,n,m,pl,3,o,0_ने,0' drel='k1:बताया' posn='80' vpos='vib_2' name='सूत्रों' chunkId='NP4' chunkType='head:NP4'>
9	ने	PSP	<fs af='ने,psp,,,,,,' posn='90' drel='lwg__psp:सूत्रों' chunkType='child:NP4' name='ने'>
10	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' stype='declarative' posn='100' voicetype='active' name='बताया' chunkId='VGF' chunkType='head:VGF'>
11	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' posn='110' name='कि' chunkId='CCP' chunkType='head:CCP'>
12	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,o,0_ने,0' drel='k1:दे' posn='120' vpos='vib_2' name='प्रधानमंत्री2' chunkId='NP5' chunkType='head:NP5' cref='i15%1:t3' crefHead='प्रधानमंत्री:i15' crefType='part-of:i50'>
13	ने	PSP	<fs af='ने,psp,,,,,,' posn='130' drel='lwg__psp:प्रधानमंत्री2' chunkType='child:NP5' name='ने2'>
14	तमिलनाडु	NNP	<fs af='तमिलनाडु,n,m,sg,3,o,0_का,0' drel='r6:मुख्यमंत्री' posn='140' vpos='vib_2' name='तमिलनाडु' chunkId='NP6' chunkType='head:NP6' cref='i3%1:t1' crefHead='तमिलनाडु:i3' acrefMod='m1%1:i25' acrefModHead='तमिलनाडु:m1' crefType='part-of:i2'>
15	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='150' drel='lwg__psp:तमिलनाडु' chunkType='child:NP6' name='की'>
16	मुख्यमंत्री	NN	<fs af='मुख्यमंत्री,n,f,sg,3,o,0,0' drel='nmod:जयललिता' posn='160' name='मुख्यमंत्री' chunkId='NP7' chunkType='head:NP7' cref='i25%1:t5' crefHead='मुख्यमंत्री:i25' crefMod='m1:i25' crefType='part-of:i25'>
17	जयललिता	NNP	<fs af='जयललिता,n,f,sg,3,o,0_से,0' drel='ras-k1:करने' posn='170' vpos='vib_2' name='जयललिता' chunkId='NP8' chunkType='head:NP8' cref='i26%1:t5' crefHead='जयललिता:i26' crefType='part-of:i25'>
18	से	PSP	<fs af='से,psp,,,,,,' posn='180' drel='lwg__psp:जयललिता' chunkType='child:NP8' name='से'>
19	चर्चा	NN	<fs af='चर्चा,n,f,sg,3,d,0,0' drel='pof:करने' posn='190' name='चर्चा' chunkId='NP9' chunkType='head:NP9'>
20	करने	VM	<fs af='कर,v,any,sg,3,o,ना_के_बाद,nA' drel='vmod:दे' posn='200' vpos='tam_2_3' name='करने' chunkId='VGNN' chunkType='head:VGNN'>
21	के	PSP	<fs af='के,psp,,,,,,' posn='210' drel='lwg__psp:करने' chunkType='child:VGNN' name='के2'>
22	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='220' drel='lwg__nst:करने' chunkType='child:VGNN' name='बाद'>
23	राज्य	NN	<fs af='राज्य,n,m,sg,3,o,0_के_लिए,0' drel='rt:दे' posn='230' vpos='vib_2_3' name='राज्य' chunkId='NP10' chunkType='head:NP10' cref='i4%1:t1' crefHead='राज्य:i4' crefType='part-of:i3'>
24	के	PSP	<fs af='के,psp,,,,,,' posn='240' drel='lwg__psp:राज्य' chunkType='child:NP10' name='के3'>
25	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='250' drel='lwg__psp:राज्य' chunkType='child:NP10' name='लिए'>
26	ढाई	QCC	<fs af='ढाई,num,any,any,,any,,' posn='260' drel='mod:रुपये' chunkType='child:NP11' name='ढाई'>
27	सौ	QCC	<fs af='सौ,num,any,any,,any,,' posn='270' drel='mod:रुपये' chunkType='child:NP11' name='सौ'>
28	करोड़	QC	<fs af='करोड,num,any,any,,any,,' posn='280' drel='nmod__adj:रुपये' chunkType='child:NP11' name='करोड़'>
29	रुपये	NN	<fs af='रुपया,n,m,sg,3,o,0_का,0' drel='r6-k2:मंजूरी' posn='290' vpos='vib_5' name='रुपये' chunkId='NP11' chunkType='head:NP11'>
30	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='300' drel='lwg__psp:रुपये' chunkType='child:NP11' name='की2'>
31	मंजूरी	NN	<fs af='मंजूरी,n,f,sg,3,d,0,0' drel='pof:दे' posn='310' name='मंजूरी' chunkId='NP12' chunkType='head:NP12'>
32	दे	VM	<fs af='दे,v,any,sg,any,,0_दे+या,0' drel='ccof:कि' stype='declarative' posn='320' voicetype='active' vpos='tam_2' name='दे' chunkId='VGF2' chunkType='head:VGF2'>
33	दी	VAUX	<fs af='दे,v,f,sg,any,,या,yA' posn='330' drel='lwg__vaux:दे' chunkType='child:VGF2' name='दी'>
34	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बताया' posn='340' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="8">
1	मनमोहन	NNP	<fs af='मनमोहन,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='10' vpos='vib_2' name='मनमोहन' chunkId='NP' chunkType='head:NP' cref='i16%1:t3' crefHead='मनमोहन:i16' crefType='part-of:i15'>
