19	स्थानीय	JJ	<fs af='स्थानीय,adj,any,any,,o,,' posn='190' drel='nmod__adj:अदालत' chunkType='child:NP7' name='स्थानीय' cref='i35%0:t10'>
20	अदालत	NN	<fs af='अदालत,n,f,sg,3,o,0_ने,0' drel='k1:मांगा' posn='200' vpos='vib_3' name='अदालत' chunkId='NP7' chunkType='head:NP7' cref='i35%1:t10' crefHead='अदालत:i35' crefType='part-of:i35'>
21	ने	PSP	<fs af='ने,psp,,,,,,' posn='210' drel='lwg__psp:अदालत' chunkType='child:NP7' name='ने'>
22	सरकारी	JJ	<fs af='सरकारी,adj,any,any,,o,,' posn='220' drel='nmod__adj:वकील' chunkType='child:NP8' name='सरकारी' cref='i28%0:t7'>
23	वकील	NN	<fs af='वकील,n,m,sg,3,o,0_से,0' drel='k5:मांगा' posn='230' vpos='vib_3' name='वकील' chunkId='NP8' chunkType='head:NP8' cref='i28%1:t7' crefHead='वकील:i28' crefType='part-of:i28'>
24	से	PSP	<fs af='से,psp,,,,,,' posn='240' drel='lwg__psp:वकील' chunkType='child:NP8' name='से'>
25	लिखित	JJ	<fs af='लिखित,adj,any,any,,d,,' posn='250' drel='nmod__adj:अनुरोध' chunkType='child:NP9' name='लिखित'>
26	अनुरोध	NN	<fs af='अनुरोध,n,m,sg,3,d,0,0' drel='k2:मांगा' posn='260' name='अनुरोध' chunkId='NP9' chunkType='head:NP9'>
27	मांगा	VM	<fs af='मांग,v,m,sg,3,,गा_है,gA' stype='declarative' posn='270' voicetype='active' vpos='tam_2' name='मांगा' chunkId='VGF' chunkType='head:VGF'>
28	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='280' drel='lwg__vaux:मांगा' chunkType='child:VGF' name='है'>
29	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:मांगा' posn='290' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="2">
1	कोर्ट	NN	<fs af='कोर्ट,n,f,sg,3,o,0_ने,0' drel='k1:कर' posn='10' vpos='vib_2' name='कोर्ट' chunkId='NP' chunkType='head:NP' cref='i36%1:t10' crefHead='कोर्ट:i36' crefType='part-of:i35'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:कोर्ट' chunkType='child:NP' name='ने'>
3	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0_का,0' drel='r6:अधिकारी' posn='30' vpos='vib_2' name='कर्नाटक' chunkId='NP2' chunkType='head:NP2' cref='i11%1:t2' crefHead='कर्नाटक:i11' crefType='part-of:i11'>
4	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='40' drel='lwg__psp:कर्नाटक' chunkType='child:NP2' name='के'>
5	सहायक	NNC	<fs af='सहायक,adj,any,any,,o,,' posn='50' drel='pof__cn:अधिकारी' chunkType='child:NP3' name='सहायक'>
6	अभियोजन	NNC	<fs af='अभियोजन,n,m,sg,3,d,0,0' posn='60' drel='pof__cn:अधिकारी' chunkType='child:NP3' name='अभियोजन'>
7	अधिकारी	NN	<fs af='अधिकारी,n,m,sg,3,o,0_को,0' drel='k4:देते' posn='70' vpos='vib_4' name='अधिकारी' chunkId='NP3' chunkType='head:NP3'>
8	को	PSP	<fs af='को,psp,,,,,,' posn='80' drel='lwg__psp:अधिकारी' chunkType='child:NP3' name='को'>
9	मंगलवार	NNP	<fs af='मंगलवार,n,m,sg,3,o,0_को,0' drel='k7t:देते' posn='90' vpos='vib_2' name='मंगलवार' chunkId='NP4' chunkType='head:NP4'>
10	को	PSP	<fs af='को,psp,,,,,,' posn='100' drel='lwg__psp:मंगलवार' chunkType='child:NP4' name='को2'>
11	यह	DEM	<fs af='यह,pn,any,sg,3,d,,' posn='110' drel='nmod__adj:निर्देश' chunkType='child:NP5' name='यह'>
12	निर्देश	NN	<fs af='निर्देश,n,m,sg,3,d,0,0' drel='k2:देते' posn='120' name='निर्देश' chunkId='NP5' chunkType='head:NP5'>
13	देते	VM	<fs af='दे,v,m,sg,any,,ता_हो+या,wA' drel='vmod:कर' posn='130' vpos='tam_2' name='देते' chunkId='VGNF' chunkType='head:VGNF'>
14	हुए	VAUX	<fs af='हो,v,m,sg,any,,या,yA' posn='140' drel='lwg__vaux:देते' chunkType='child:VGNF' name='हुए'>
15	सुनवाई	NN	<fs af='सुनवाई,n,f,sg,3,d,0,0' drel='k2:कर' posn='150' name='सुनवाई' chunkId='NP6' chunkType='head:NP6'>
16	बुधवार	NNP	<fs af='बुधवार,n,m,sg,3,o,0_तक_के_लिए,0' drel='k7t:कर' posn='160' vpos='vib_2_3_4' name='बुधवार' chunkId='NP7' chunkType='head:NP7'>
17	तक	PSP	<fs af='तक,psp,,,,,,' posn='170' drel='lwg__psp:बुधवार' chunkType='child:NP7' name='तक'>
18	के	PSP	<fs af='के,psp,,,,,,' posn='180' drel='lwg__psp:बुधवार' chunkType='child:NP7' name='के2'>
19	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='190' drel='lwg__psp:बुधवार' chunkType='child:NP7' name='लिए'>
20	स्थगित	JJ	<fs af='स्थगित,adj,any,any,,,,' drel='pof:कर' posn='200' name='स्थगित' chunkId='JJP' chunkType='head:JJP'>
21	कर	VM	<fs af='कर,v,any,sg,3,,0_दे+या,0' stype='declarative' posn='210' voicetype='active' vpos='tam_2' name='कर' chunkId='VGF' chunkType='head:VGF'>
22	दी	VAUX	<fs af='दे,v,f,sg,3,,या,yA' posn='220' drel='lwg__vaux:कर' chunkType='child:VGF' name='दी'>
23	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कर' posn='230' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="3">
1	उधर	NST	<fs af='उधर,nst,m,sg,3,d,,' drel='sent-adv:की2' posn='10' name='उधर' chunkId='NP' chunkType='head:NP'>
2	,	SYM	<fs af='COMMA,punc,,,,,,' posn='20' drel='rsym:उधर' chunkType='child:NP' name=','>
3	पटना	NNP	<fs af='पटना,n,m,sg,3,o,0_में,0' drel='k7p:की2' posn='30' vpos='vib_2' name='पटना' chunkId='NP2' chunkType='head:NP2'>
4	में	PSP	<fs af='में,psp,,,,,,' posn='40' drel='lwg__psp:पटना' chunkType='child:NP2' name='में'>
5	राजद	NNP	<fs af='राजद,n,m,sg,3,d,0,0' posn='50' drel='nmod__adj:अध्यक्ष' chunkType='child:NP3' name='राजद' cref='i17%0:t4'>
6	अध्यक्ष	NN	<fs af='अध्यक्ष,n,m,sg,3,o,0,0' drel='ccof:और' posn='60' name='अध्यक्ष' chunkId='NP3' chunkType='head:NP3' cref='i17%1:t4' crefHead='अध्यक्ष:i17' crefType='part-of:i17'>
7	और	CC	<fs af='और,avy,,,,,,' drel='nmod:यादव' posn='70' name='और' chunkId='CCP' chunkType='head:CCP'>
8	रेल	NNPC	<fs af='रेल,n,f,sg,3,d,0,0' posn='80' drel='pof__cn:मंत्री' chunkType='child:NP4' name='रेल' cref='i18%0:t4'>
9	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,d,0,0' drel='ccof:और' posn='90' name='मंत्री' chunkId='NP4' chunkType='head:NP4' cref='i18%1:t4' crefHead='मंत्री:i18' crefType='part-of:i17'>
10	लालू	NNPC	<fs af='लालू,n,m,sg,3,d,0,0' posn='100' drel='pof__cn:यादव' chunkType='child:NP5' name='लालू' cref='i19%0:t4'>
11	प्रसाद	NNPC	<fs af='प्रसाद,n,m,sg,3,d,0,0' posn='110' drel='pof__cn:यादव' chunkType='child:NP5' name='प्रसाद' cref='i19%0:t4'>
12	यादव	NNP	<fs af='यादव,n,any,sg,3,o,0_ने,0' drel='k1:की2' posn='120' vpos='vib_4' name='यादव' chunkId='NP5' chunkType='head:NP5' cref='i19%1:t4' crefHead='यादव:i19' crefType='part-of:i18'>
13	ने	PSP	<fs af='ने,psp,,,,,,' posn='130' drel='lwg__psp:यादव' chunkType='child:NP5' name='ने'>
14	मध्य	NNPC	<fs af='मध्य,adj,any,any,,o,,' posn='300' drel='pof__cn:प्रदेश' chunkType='child:NP6' name='मध्य' acrefMod='m1%0:i2'>
15	प्रदेश	NNP	<fs af='प्रदेश,n,m,sg,3,o,0_का,0' drel='r6:मुख्यमंत्री' posn='150' vpos='vib_3' name='प्रदेश' chunkId='NP6' chunkType='head:NP6' acrefMod='m1%1:i2' acrefModHead='प्रदेश:m1'>
16	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='160' drel='lwg__psp:प्रदेश' chunkType='child:NP6' name='की'>
17	पूर्व	JJ	<fs af='पूर्व,adj,any,any,,o,,' posn='170' drel='nmod__adj:मुख्यमंत्री' chunkType='child:NP7' name='पूर्व' cref='i2%0:t1'>
18	मुख्यमंत्री	NNP	<fs af='मुख्यमंत्री,n,f,sg,3,d,0,0' drel='nmod:भारती' posn='180' name='मुख्यमंत्री' chunkId='NP7' chunkType='head:NP7' cref='i2%1:t1' crefHead='मुख्यमंत्री:i2' crefMod='m1:i2' crefType='part-of:i1'>
19	उमा	NNPC	<fs af='उमा,n,f,sg,3,d,0,0' posn='190' drel='pof__cn:भारती' chunkType='child:NP8' name='उमा' cref='i3%0:t1'>
20	भारती	NNP	<fs af='भारती,n,any,sg,3,o,0_पर,0' drel='k7:लगे' posn='200' vpos='vib_3' name='भारती' chunkId='NP8' chunkType='head:NP8' cref='i3%1:t1' crefHead='भारती:i3' crefType='part-of:i2'>
21	पर	PSP	<fs af='पर,psp,,,,,,' posn='210' drel='lwg__psp:भारती' chunkType='child:NP8' name='पर'>
22	लगे	VM	<fs af='लग,v,any,pl,3,,या,yA' drel='nmod__k1inv:नाराजगी' posn='220' name='लगे' chunkId='VGNF' chunkType='head:VGNF'>
23	आरोप	NN	<fs af='आरोप,n,m,pl,3,d,0,0' drel='k2:लेने' posn='230' name='आरोप' chunkId='NP9' chunkType='head:NP9'>
24	वापस	JJ	<fs af='वापस,adj,any,any,,,,' drel='pof:लेने' posn='240' name='वापस' chunkId='JJP' chunkType='head:JJP'>
25	लेने	VM	<fs af='ले,v,any,sg,any,o,ना_का,nA' drel='r6:नाराजगी' posn='250' vpos='tam_2' name='लेने' chunkId='VGNN' chunkType='head:VGNN'>
26	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='260' drel='lwg__psp:लेने' chunkType='child:VGNN' name='के'>
27	धरम	NNPC	<fs af='धरम,n,m,sg,3,d,0,0' posn='270' drel='pof__cn:सिंह' chunkType='child:NP10' name='धरम' cref='i33%0:t9'>
28	सिंह	NNP	<fs af='सिंह,n,m,sg,3,d,0,0' posn='280' drel='nmod__adj:सरकार' chunkType='child:NP10' name='सिंह' cref='i33%0:t9'>
29	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_का,0' drel='r6:नाराजगी' posn='290' vpos='vib_vib_4' name='सरकार' chunkId='NP10' chunkType='head:NP10' cref='i33%1:t9' crefHead='सरकार:i33' crefType='part-of:i33'>
30	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='300' drel='lwg__psp:सरकार' chunkType='child:NP10' name='के2'>
31	ताजा	JJ	<fs af='ताजा,adj,m,sg,,o,,' posn='310' drel='nmod__adj:रुख' chunkType='child:NP11' name='ताजा'>
32	रुख	NN	<fs af='रुख,n,m,sg,3,o,0_पर,0' drel='k7:की2' posn='320' vpos='vib_3' name='रुख' chunkId='NP11' chunkType='head:NP11'>
33	पर	PSP	<fs af='पर,psp,,,,,,' posn='330' drel='lwg__psp:रुख' chunkType='child:NP11' name='पर2'>
34	नाराजगी	NN	<fs af='नाराजगी,n,f,sg,3,d,0,0' drel='k2:की2' posn='340' name='नाराजगी' chunkId='NP12' chunkType='head:NP12'>
35	जाहिर	JJ	<fs af='जाहिर,adj,any,any,,,,' drel='pof:की2' posn='350' name='जाहिर' chunkId='JJP2' chunkType='head:JJP2'>
36	की	VM	<fs af='कर,v,f,sg,3,,या_है,yA' stype='declarative' posn='360' voicetype='active' vpos='tam_2' name='की2' chunkId='VGF' chunkType='head:VGF'>
37	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='370' drel='lwg__vaux:की2' chunkType='child:VGF' name='है'>
38	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:की2' posn='380' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="4">
1	लालू	NNP	<fs af='लालू,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='10' vpos='vib_2' name='लालू' chunkId='NP' chunkType='head:NP' cref='i20%1:t4' crefHead='लालू:i20' crefType='part-of:i19'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:लालू' chunkType='child:NP' name='ने'>
3	इसे	PRP	<fs af='यह,pn,any,sg,3,o,को,ko' drel='k2:बताते' posn='30' name='इसे' chunkId='NP2' chunkType='head:NP2' cref='i48%1:t15' crefHead='इसे:i48' crefType='anaphora-?:i48'>
4	सरासर	RB	<fs af='सरासर,adv,,,,,,' drel='jjmod:गलत' posn='40' name='सरासर' chunkId='RBP' chunkType='head:RBP'>
5	गलत	JJ	<fs af='गलत,adj,any,any,,,,' drel='ccof:और' posn='50' name='गलत' chunkId='JJP' chunkType='head:JJP'>
6	और	CC	<fs af='और,avy,,,,,,' drel='k2s:बताते' posn='60' name='और' chunkId='CCP' chunkType='head:CCP'>
7	कानून	NN	<fs af='कानून,n,m,sg,3,o,0_के_विरुद्ध,0' drel='ccof:और' posn='70' vpos='vib_2_3' name='कानून' chunkId='NP3' chunkType='head:NP3'>
8	के	PSP	<fs af='के,psp,,,,,,' posn='80' drel='lwg__psp:कानून' chunkType='child:NP3' name='के'>
9	विरुद्ध	PSP	<fs af='विरुद्ध,adj,,,,,,' posn='90' drel='lwg__psp:कानून' chunkType='child:NP3' name='विरुद्ध'>
10	बताते	VM	<fs af='बता,v,m,sg,any,,ता_हो+या,wA' drel='vmod:कहा' posn='100' vpos='tam_2' name='बताते' chunkId='VGNF' chunkType='head:VGNF'>
11	हुए	VAUX	<fs af='हो,v,m,sg,any,,या,yA' posn='110' drel='lwg__vaux:बताते' chunkType='child:VGNF' name='हुए'>
12	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='120' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
13	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='130' name='कि' chunkId='CCP2' chunkType='head:CCP2'>
14	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:करेंगे' posn='140' name='वह' chunkId='NP4' chunkType='head:NP4' cref='i46%1:t4' crefHead='वह:i46'>
15	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,d,0,0' posn='150' drel='nmod__adj:सरकार' chunkType='child:NP5' name='कर्नाटक' cref='i12%1:t2,i34%0:t9' crefHead='कर्नाटक:i12' crefType='part-of:i11'>
16	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_का,0' drel='r6:कदम' posn='160' vpos='vib_vib_3' name='सरकार' chunkId='NP5' chunkType='head:NP5' cref='i34%1:t9' crefHead='सरकार:i34' crefType='part-of:i33'>
17	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='170' drel='lwg__psp:सरकार' chunkType='child:NP5' name='के2'>
18	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='180' drel='nmod__adj:कदम' chunkType='child:NP6' name='इस'>
19	कदम	NN	<fs af='कदम,n,m,sg,3,o,0_के_खिलाफ,0' drel='vmod:करेंगे' posn='190' vpos='vib_3_4' name='कदम' chunkId='NP6' chunkType='head:NP6'>
20	के	PSP	<fs af='के,psp,,,,,,' posn='200' drel='lwg__psp:कदम' chunkType='child:NP6' name='के3'>
21	खिलाफ	PSP	<fs af='खिलाफ,adj,,,,,,' posn='210' drel='lwg__psp:कदम' chunkType='child:NP6' name='खिलाफ'>
22	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,d,0,0' posn='220' drel='nmod__adj:गांधी' chunkType='child:NP7' name='कांग्रेस' cref='i22%0:t5'>
23	अध्यक्ष	NN	<fs af='अध्यक्ष,n,f,sg,3,d,0,0' posn='230' drel='nmod:गांधी' chunkType='child:NP7' name='अध्यक्ष' cref='i22%1:t5' crefHead='अध्यक्ष:i22' crefType='part-of:i22'>
24	सोनिया	NNPC	<fs af='सोनिया,n,f,sg,3,d,0,0' posn='240' drel='pof__cn:गांधी' chunkType='child:NP7' name='सोनिया' cref='i23%0:t5'>
25	गांधी	NNP	<fs af='गांधी,n,any,sg,3,o,0_से,0' drel='k4:करेंगे' posn='250' vpos='vib_vib_vib_5' name='गांधी' chunkId='NP7' chunkType='head:NP7' cref='i23%1:t5' crefHead='गांधी:i23' crefType='part-of:i22'>
26	से	PSP	<fs af='से,psp,,,,,,' posn='260' drel='lwg__psp:गांधी' chunkType='child:NP7' name='से'>
27	शिकायत	NN	<fs af='शिकायत,n,f,sg,3,d,0,0' drel='pof:करेंगे' posn='270' name='शिकायत' chunkId='NP8' chunkType='head:NP8'>
28	करेंगे	VM	<fs af='कर,v,m,sg,3h,,गा,gA' drel='ccof:कि' stype='declarative' posn='280' voicetype='active' name='करेंगे' chunkId='VGF2' chunkType='head:VGF2'>
29	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='290' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="5">
1	लालू	NNP	<fs af='लालू,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='10' vpos='vib_2' name='लालू' chunkId='NP' chunkType='head:NP' cref='i21%1:t4' crefHead='लालू:i21' crefType='part-of:i46'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:लालू' chunkType='child:NP' name='ने'>
3	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='30' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='40' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	उमा	NNPC	<fs af='उमा,n,f,sg,3,d,0,0' posn='50' drel='pof__cn:भारती' chunkType='child:NP2' name='उमा' cref='i4%0:t1'>
6	भारती	NNP	<fs af='भारती,n,any,sg,3,d,0,0' drel='k1:हैं' posn='60' name='भारती' chunkId='NP2' chunkType='head:NP2' cref='i4%1:t1' crefHead='भारती:i4' crefType='part-of:i3'>
7	सांप्रदायिकता	NN	<fs af='सांप्रदायिकता,n,f,sg,3,o,0,0' drel='ccof:और' posn='70' name='सांप्रदायिकता' chunkId='NP3' chunkType='head:NP3'>
8	और	CC	<fs af='और,avy,,,,,,' drel='r6:प्रतीक' posn='80' name='और' chunkId='CCP2' chunkType='head:CCP2'>
9	फासीवाद	NN	<fs af='फासीवाद,n,m,sg,3,o,0_का,0' drel='ccof:और' posn='90' vpos='vib_2' name='फासीवाद' chunkId='NP4' chunkType='head:NP4'>
10	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='100' drel='lwg__psp:फासीवाद' chunkType='child:NP4' name='का'>
11	प्रतीक	NN	<fs af='प्रतीक,n,m,sg,3,d,0,0' drel='k1s:हैं' posn='110' name='प्रतीक' chunkId='NP5' chunkType='head:NP5'>
12	हैं	VM	<fs af='है,v,any,sg,3h,,है,hE' drel='ccof:कि' stype='declarative' posn='120' voicetype='active' name='हैं' chunkId='VGF2' chunkType='head:VGF2'>
13	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='130' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="6">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:दी' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i47%1:t1' crefHead='उन्होंने:i47'>
2	मणिशंकर	NNPC	<fs af='मणिशंकर,n,m,sg,3,d,0,0' posn='20' drel='pof__cn:अय्यर' chunkType='child:NP2' name='मणिशंकर' cref='i43%0:t14'>
3	अय्यर	NNP	<fs af='अय्यर,n,any,sg,3,o,0_को,0' drel='k4:दी' posn='30' vpos='vib_3' name='अय्यर' chunkId='NP2' chunkType='head:NP2' cref='i43%1:t14' crefHead='अय्यर:i43'>
4	को	PSP	<fs af='को,psp,,,,,,' posn='40' drel='lwg__psp:अय्यर' chunkType='child:NP2' name='को'>
5	सलाह	NN	<fs af='सलाह,n,f,sg,3,d,0,0' drel='pof:दी' posn='50' name='सलाह' chunkId='NP3' chunkType='head:NP3'>
6	दी	VM	<fs af='दे,v,f,sg,3,,या,yA' stype='declarative' posn='60' voicetype='active' name='दी' chunkId='VGF' chunkType='head:VGF'>
7	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:दी' posn='70' name='कि' chunkId='CCP' chunkType='head:CCP'>
8	वीर	NNPC	<fs af='वीर,n,m,sg,3,d,0,0' posn='80' drel='pof__cn:सावरकर' chunkType='child:NP4' name='वीर'>
9	सावरकर	NNP	<fs af='सावरकर,n,any,sg,3,d,0,0' posn='90' drel='nmod__adj:विवाद' chunkType='child:NP4' name='सावरकर'>
10	विवाद	NN	<fs af='विवाद,n,m,sg,3,o,0_पर,0' drel='k7:झुकें' posn='100' vpos='vib_vib_4' name='विवाद' chunkId='NP4' chunkType='head:NP4'>
11	पर	PSP	<fs af='पर,psp,,,,,,' posn='110' drel='lwg__psp:विवाद' chunkType='child:NP4' name='पर'>
12	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:झुकें' posn='120' name='वह' chunkId='NP5' chunkType='head:NP5' cref='i44%1:t14' crefHead='वह:i44'>
13	शिवसेना	NNP	<fs af='शिवसेना,n,f,sg,3,o,0,0' drel='ccof:और' posn='130' name='शिवसेना' chunkId='NP6' chunkType='head:NP6'>
14	और	CC	<fs af='और,avy,,,,,,' drel='r6:दबाव' posn='140' name='और' chunkId='CCP2' chunkType='head:CCP2'>
15	भाजपा	NNP	<fs af='भाजपा,n,f,sg,3,o,0_का,0' drel='ccof:और' posn='150' vpos='vib_2' name='भाजपा' chunkId='NP7' chunkType='head:NP7'>
16	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='160' drel='lwg__psp:भाजपा' chunkType='child:NP7' name='के'>
17	दबाव	NN	<fs af='दबाव,n,m,sg,3,o,0_के_आगे,0' drel='k7:झुकें' posn='170' vpos='vib_2_3' name='दबाव' chunkId='NP8' chunkType='head:NP8'>
18	के	PSP	<fs af='के,psp,,,,,,' posn='180' drel='lwg__psp:दबाव' chunkType='child:NP8' name='के2'>
19	आगे	NST	<fs af='आगे,nst,m,sg,3,d,,' posn='190' drel='lwg__psp:दबाव' chunkType='child:NP8' name='आगे'>
20	कतई	RB	<fs af='कतई,adv,,,,,,' drel='adv:झुकें' posn='200' name='कतई' chunkId='RBP' chunkType='head:RBP'>
21	न	NEG	<fs af='न,avy,,,,,,' posn='210' drel='lwg__neg:झुकें' chunkType='child:VGF2' name='न'>
22	झुकें	VM	<fs af='झुक,v,any,sg,3h,,एं,eM' drel='ccof:कि' stype='declarative' posn='220' voicetype='active' name='झुकें' chunkId='VGF2' chunkType='head:VGF2'>
23	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दी' posn='230' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="7">
1	हुबली	NNP	<fs af='हुबली,n,f,sg,3,o,0_में,0' drel='k7p:कहा' posn='10' vpos='vib_2' name='हुबली' chunkId='NP' chunkType='head:NP' cref='i29%1:t8' crefHead='हुबली:i29' crefType='part-of:i29'>
2	में	PSP	<fs af='में,psp,,,,,,' posn='20' drel='lwg__psp:हुबली' chunkType='child:NP' name='में'>
3	प्रथम	QO	<fs af='प्रथम,num,any,any,,any,,' posn='30' drel='nmod__adj:श्रेणी' chunkType='child:NP2' name='प्रथम' acrefMod='m2%0:i24'>
